210,306
15,120
120,325
378,435
231,325
110,153
15,28
66,434
78,136
189,231,276,325
6,15,28,425
99,231,378,435
28,65,276,325
15,324,435,496
15,120,190,351
6,120,153,325
15,66,120,435
15,45,91,351
36,276,378,496
3,36,120,153
36,78,136,171
153,231,325,496
1,21,110,153
6,55,171,496
66,205,276,435
119,325,378,435
105,210,306,496
55,136,171,496
28,136,275,378
36,171,300,442
28,66,153,434
6,15,45,170,189,378
6,55,171,253,435,496
15,66,120,253,377,435
1,21,55,110,153,231
21,36,105,171,378,435
6,15,45,66,276,378
28,45,153,190,276,405
105,171,184,378,435,496
20,105,210,306,378,496
105,136,189,231,276,378
1,6,153,231,435,496
1,27,120,153,378,435
15,36,105,171,300,442
28,45,91,120,231,435
6,20,136,171,300,306
1,36,152,231,276,435
28,66,91,190,231,496
15,171,324,378,435,496
15,28,170,210,424,496
6,45,190,252,300,351
15,153,231,325,378,496
6,36,120,231,276,496
1,45,119,325,378,435
6,90,120,153,325,435
15,28,65,190,276,325
78,136,189,231,276,325
10,36,136,276,378,496
6,15,105,146,435,496
21,55,78,136,171,496
6,28,55,78,171,253
20,55,78,97,276,378
6,15,28,66,253,425
15,28,91,120,190,351
45,66,230,276,378,496
6,66,136,253,300,391
6,36,78,136,171,210
21,174,231,276,378,435
78,105,136,171,178,496
78,99,119,231,378,435
1,54,276,325,435,496
15,45,66,91,253,351
1,6,105,136,276,435
15,28,66,153,403,434
1,66,205,230,276,435
1,91,120,153,253,496
1,6,15,78,105,231
15,28,136,210,275,378
3,36,120,153,276,496
15,45,66,91,120,378
6,28,105,210,300,434
6,36,85,120,231,276,378,496
1,6,33,44,66,153,231,496
6,15,66,91,120,253,377,435
1,6,66,136,253,300,391,434
1,10,36,55,136,381,434,496
15,78,163,189,231,276,378,435
1,45,66,136,230,276,378,496
6,15,66,153,190,276,465,493
15,36,55,105,171,300,351,442
1,28,66,91,120,153,253,496
1,15,45,104,119,325,378,435
10,36,55,79,120,231,378,435
2,5,15,28,66,120,153,276
6,15,66,105,171,253,300,338
13,28,91,120,153,190,276,378
6,28,105,136,210,253,300,434
1,6,120,153,190,325,378,435
1,15,45,153,190,231,402,496
1,6,153,190,231,377,435,496
1,6,20,78,136,171,300,306
1,78,136,157,189,325,378,435
15,45,66,91,120,190,378,496
1,20,27,45,120,153,378,435
1,54,136,171,276,325,435,496
6,15,105,136,171,325,435,496
15,28,66,171,315,378,435,496
78,105,136,171,178,231,435,496
1,28,45,135,210,253,351,422
1,6,45,66,91,170,435,496
1,45,105,136,166,189,231,276
1,21,36,105,171,300,378,435
21,36,119,231,325,378,435,496
1,6,15,28,55,78,171,378
28,45,77,105,136,231,276,325
21,55,78,136,171,172,378,496
1,36,55,153,190,231,325,378
6,21,78,171,210,253,356,435
1,6,15,66,104,300,406,449
1,6,28,66,91,120,253,300
15,28,65,190,231,276,325,378
6,28,77,105,210,253,300,418
15,55,78,190,231,276,435,496
12,28,120,153,231,276,325,435
15,28,136,210,242,275,325,378
2,10,78,136,210,253,300,351
1,6,45,66,153,190,231,325
1,15,45,91,153,190,378,435
2,10,21,136,171,210,378,496
15,28,45,66,120,153,403,434
15,55,78,136,197,276,378,496
6,36,55,78,136,171,210,253
1,6,15,55,190,231,325,435
6,45,66,190,252,300,351,487
1,6,54,78,136,171,300,351
3,4,91,120,153,190,231,325
6,15,66,153,300,371,435,496
6,28,45,77,105,312,378,435
1,15,45,66,171,276,325,496
10,21,55,105,136,351,406,495
1,105,171,184,276,378,435,496
21,36,55,78,136,378,435,496
28,45,91,120,153,190,231,435
1,66,91,135,171,210,226,378
1,6,15,78,105,153,190,231
55,78,105,136,189,231,276,378
6,36,55,105,136,253,406,412
15,66,104,210,224,276,435,496
1,15,66,91,136,325,378,496
15,78,136,160,189,231,276,325
1,15,45,66,120,253,378,435
1,20,55,78,97,276,378,496
1,6,15,28,66,120,170,231
1,6,66,170,210,253,435,496
1,6,105,171,210,253,300,351
6,15,55,153,190,231,276,378
9,55,78,105,136,171,351,434
1,10,21,90,153,276,378,435
28,66,104,136,210,276,378,496
1,6,15,105,146,378,435,496
