15,86,106,107,112,174,176,195
11,42,86,101,127,174,176,199
47,92,101,106,132,165,174,176,194
5,11,16,46,63,65,86,141,189
25,86,106,112,147,159,174,175,176
11,47,65,71,86,123,174,176,192
10,11,25,65,86,127,141,174,176
86,101,106,147,174,175,176,195,199
11,25,84,86,112,120,123,163,176
10,11,18,86,105,112,146,176,200
47,86,101,106,174,175,176,188,199
7,66,83,86,101,106,174,175,191
11,50,86,101,108,156,174,176,199
17,62,86,87,101,127,174,175,176
11,64,86,101,174,176,186,195,199
11,36,80,86,101,175,176,195,199
11,43,86,112,123,156,174,176,192
7,14,92,106,112,162,165,175,194
24,68,86,101,106,147,174,175,176
26,81,92,112,123,149,156,165,176
47,101,102,106,147,165,174,175,176
64,72,86,87,101,174,175,176,199
11,25,86,112,120,123,156,174,176
7,10,49,76,86,112,160,174,192
7,86,106,112,159,162,174,175,179
12,75,101,147,165,174,179,189,194
10,11,18,22,67,92,112,146,176
10,11,18,39,92,112,167,176,181
7,20,48,66,86,101,106,174,191
58,86,100,101,174,176,186,195,199
58,86,101,106,147,174,176,195,199
7,19,76,86,112,148,162,174,192
11,18,39,80,86,101,110,176,195
11,22,28,101,102,125,142,154,174
36,38,85,101,126,165,175,176,195
7,20,86,101,106,174,187,191,199
17,86,89,101,174,175,176,195,199
7,20,40,86,101,106,127,174,199
7,92,106,112,138,162,165,175,194
7,20,66,79,86,101,106,174,191,199
33,68,75,92,101,134,156,165,174,176
47,92,101,106,127,158,165,174,194,199
10,11,18,105,112,120,126,150,176,192
7,44,46,50,86,89,101,148,174,191
25,86,90,94,106,112,120,123,174,176
11,18,39,80,86,101,122,146,176,195
75,77,91,101,147,165,172,174,176,195
22,47,92,101,127,165,174,175,176,199
7,17,20,73,86,101,148,174,182,191
11,21,64,75,91,92,101,118,174,176
11,86,105,112,120,123,156,174,176,181
33,65,104,105,134,141,165,174,176,188
7,25,86,106,112,160,173,174,175,179
11,64,73,86,101,174,175,176,195,199
7,20,66,76,79,86,101,106,174,191
11,86,105,112,120,123,156,174,176,192
11,16,18,31,57,86,101,126,148,176
7,10,64,86,112,144,148,162,174,192
11,86,88,105,112,120,123,174,176,192
4,7,16,34,82,92,101,127,165,194
26,36,80,86,97,101,156,175,176,188
47,75,92,101,106,165,174,176,194,199
1,92,101,106,127,165,174,175,176,194
11,21,22,25,92,112,123,174,176,180
25,86,106,107,120,128,147,174,176,195
1,16,85,92,101,106,127,165,176,194
11,41,86,105,112,120,156,174,176,192
7,20,26,56,86,101,106,153,191,193
11,47,65,86,105,119,123,174,176,192
7,16,101,106,165,179,184,191,194,199
11,47,63,65,86,123,157,174,176,192
7,60,101,165,175,179,184,191,194,199
