1,490
3,172
1,229
1,84
1,61
3,479
1,280
1,251
1,349
1,88
2,155
1,69
1,208
1,468
1,297
3,379
2,5
1,27
1,175
1,193
1,273
1,309
1,259
1,402
1,132,273
1,104,458
1,63,416
1,84,484
2,116,470
1,199,434
2,150,459
1,6,115
65,70,379
1,114,215
1,263,441
1,151,263
1,235,383
1,132,226
1,262,439
1,162,402
3,172,399
1,83,468
1,104,280
1,280,344
3,189,344
1,358,402
1,220,468
1,167,322
1,125,316
2,64,339
1,88,281
1,83,458
1,237,381
1,39,235
1,113,193
1,42,389
2,27,38
1,61,244
1,354,389
1,189,416
1,309,350
1,42,244
1,359,445
1,164,373
1,309,480
2,23,147
1,354,487
1,168,468
31,127,297
1,32,170
1,269,281
1,31,202
1,419,445
1,147,431
1,69,84
2,23,244
1,10,133
1,294,328
1,189,373
1,27,69
1,65,440
1,24,170
1,134,405
1,319,487
1,251,343
1,104,400
2,151,155
1,19,468
1,263,280
1,220,309
1,42,168
1,116,382
1,113,493
2,27,464
2,33,233
1,223,369
1,104,241
1,19,39
1,223,449
1,344,487
1,339,381
1,32,48
1,153,356
1,439,490
1,241,316
1,281,416
1,393,486
1,186,263
1,113,297
286,343,393
1,242,294
1,26,32
27,280,480
1,149,479
1,222,329
1,27,66,420
1,241,354,487
1,202,241,448
1,39,164,189
1,148,458,468
1,151,263,280
1,65,190,440
1,104,113,493
1,90,189,373
1,10,133,487
104,241,316,490
1,186,307,373
1,61,244,484
1,202,241,316
1,309,342,480
1,39,102,235
1,237,330,416
1,319,354,487
2,64,229,339
186,262,376,439
1,268,354,487
3,189,344,406
1,10,111,133
1,319,400,468
1,19,166,458
1,69,84,251
1,133,241,316
2,27,38,189
1,55,237,473
1,400,461,468
1,251,343,473
1,69,84,385
1,186,262,439
1,19,39,343
1,39,189,444
2,151,155,264
1,206,309,448
1,10,133,416
289,354,464,487
1,133,241,260
1,140,389,487
1,385,429,486
1,27,66,69
2,23,147,456
2,151,155,339
1,132,226,414
1,31,202,293
1,52,263,441
1,42,168,389
104,319,354,487
1,289,385,429
1,164,189,416
1,339,381,412
1,223,376,449
1,235,383,448
1,133,330,416
1,27,69,311
1,189,307,373
1,35,83,468
1,132,226,241
1,125,316,444
1,35,140,468
1,69,84,403
1,186,262,475
319,354,464,487
