539,850,1001,1115,1259,1477,2142,2196,3169,4000
99,279,815,1409,1451,2936,3038,3244,3639,3958
647,750,791,1040,1285,1339,1697,2114,3952,3995
235,1023,2044,2131,2244,2341,2391,3125,3448,3455,3633
389,392,439,643,1418,1490,2377,2583,2821,3234,3781
241,463,695,1357,1450,2134,2287,2437,3119,3364,3923
262,292,530,1008,1438,1508,1647,1732,1842,2083,2161
208,429,1702,1717,1771,2045,2173,2250,2754,3291,3455
411,767,919,954,988,2369,2724,2876,2897,3697,3952
267,637,1319,1989,1995,2700,2732,2781,2848,3226,3792,3990
189,663,895,2299,3061,3220,3302,3369,3557,3614,3639,3796
297,661,903,1040,1283,1393,1981,2313,2796,3053,3648,3686
362,1136,1253,1455,1620,1734,2241,2281,2304,2387,2600,2830
140,817,1331,1352,1613,1705,2533,2664,2930,3129,3277,3430
299,477,521,786,828,864,1801,2264,2702,2912,3133,3917
44,159,235,267,559,666,720,2206,3321,3356,3396,3463
364,425,542,945,1782,1827,1914,1949,2863,2870,2958,3493
247,308,320,757,865,1419,1481,2139,2444,2796,2913,3679,3865
645,863,1035,1210,1784,1901,2303,2405,2517,2661,2787,3239,3579
329,389,440,903,1034,1388,1402,1663,1665,1896,3629,3673,3686
