38,117
17,94
9,90
32,78
32,55
3,28
17,48
35,96
6,38
27,97
4,86
7,11
34,114
17,61
27,74
34,91
33,103
4,76
32,58
5,40
15,90
18,95
30,69
19,96
25,112
37,86
38,51
18,108
14,79
27,54
21,96
4,43
25,102
22,96
19,27
30,36
19,63
12,24
29,113
37,53
16,30
26,43
21,86
33,60
2,72
37,66
26,56
10,53
34,38
39,116
14,59
24,109
35,118
7,56
5,95
36,60
5,72
29,57
31,102
5,85
10,20
33,40
20,106
29,47
8,109
11,114
32,57
23,88
24,53
24,89
9,46
28,59
11,91
32,70
34,116
15,102
39,50
11,104
34,93
4,42
25,101
14,91
5,42
30,71
21,108
35,42
25,114
37,88
1,26
25,91
3,72
3,108
5,117
4,45
25,104
32,112
14,94
23,35
29,92
10,78
34,63
26,58
32,115
32,92
4,110
2,41
39,108
12,91
32,69
36,75
29,36
8,98
12,104
24,78
13,46
32,59
16,87
3,9
32,72
14,103
5,54
7,100
20,75
35,54
34,95
27,91
19,87
1,38
25,103
37,77
15,94
27,68
4,57
33,120
5,21
38,55
18,76
34,62
25,93
18,53
7,80
18,89
5,119
21,100
22,64
14,60
26,70
33,87
15,38
26,47
16,119
21,90
33,64
14,50
18,20
32,104
33,41
25,73
32,81
36,87
9,70
29,48
5,99
21,80
2,66
13,81
24,90
21,57
30,105
32,71
4,89
9,60
26,112
2,20
32,48
13,71
4,102
19,86
20,87
4,79
13,61
37,89
37,102
27,57
30,62
8,80
39,67
4,46
8,57
39,44
23,36
21,112
8,34
19,43
11,75
93,113
3,76
14,85
6,86
12,17
25,72
37,46
26,36
7,59
34,54
37,59
1,105
13,116
22,56
18,22
24,102
19,23
30,117
3,20
15,30
1,95
5,101
33,56
35,101
31,108
23,104
35,78
29,40
6,56
30,84
19,111
31,62
13,50
32,63
19,65
19,101
5,58
4,71
10,114
2,110
35,58
34,99
33,111
3,88
9,19
22,101
14,97
7,94
37,58
10,81
33,101
29,72
23,28
25,74
7,61
9,107
25,51
14,41
25,87
32,95
14,77
13,118
5,113
6,78
22,58
14,54
16,100
4,103
2,34
31,97
13,85
24,94
39,78
23,106
6,58
39,55
32,52
3,110
20,55
1,41
7,93
8,58
8,94
4,60
14,109
27,48
18,79
13,42
14,86
38,71
18,92
29,107
33,77
4,50
9,106
23,40
29,120
37,60
28,96
11,43
9,119
21,93
33,67
26,27
32,107
37,73
1,119
26,63
30,33
1,11
25,76
37,50
2,92
6,103
24,93
35,102
6,80
2,82
32,110
17,67
3,24
24,83
2,36
12,86
24,60
13,87
37,115
32,41
4,95
22,112
5,59
9,66
7,105
27,83
18,114
13,41
19,92
39,70
33,112
22,102
5,49
38,83
2,16
29,119
4,62
35,49
9,10
18,94
19,59
33,79
13,21
22,69
25,111
37,85
38,50
3,92
27,40
21,82
10,72
36,102
14,55
15,20
35,114
26,65
9,98
6,92
14,68
9,75
6,69
8,115
33,59
32,99
24,95
17,92
4,94
32,76
18,28
26,117
8,105
33,49
12,111
32,89
35,94
36,59
39,69
12,88
4,84
23,97
35,71
37,117
26,107
18,103
38,118
12,101
14,110
23,51
1,68
34,102
37,107
3,114
15,88
18,93
12,55
4,51
37,84
5,51
6,16
37,120
1,22
33,91
32,46
37,97
11,44
25,100
18,60
29,111
37,51
3,58
6,104
23,44
10,74
37,64
22,84
14,80
7,41
5,116
24,107
25,80
1,100
36,94
5,106
33,61
2,36,101
15,20,49
3,28,65
16,43,93
39,50,98
38,110,118
1,88,100
2,20,111
27,78,106
32,52,107
5,51,95
34,112,114
24,107,109
37,51,77
26,44,117
5,58,75
24,74,89
26,112,113
16,46,93
7,39,96
10,74,77
3,24,62
15,48,114
33,79,103
5,95,119
3,61,65
39,50,65
2,16,67
18,20,109
1,38,66
18,49,108
26,47,117
7,80,118
21,75,100
12,24,96
6,38,96
23,51,68
12,17,56
26,36,85
42,89,101
39,50,55
32,78,81
25,51,74
9,98,119
82,105,116
20,48,75
23,28,70
28,50,111
10,20,86
1,66,95
32,95,110
40,46,100
33,40,91
10,50,86
29,39,83
28,59,65
53,100,120
29,36,49
43,68,97
24,64,94
22,56,97
17,28,63
3,20,111
18,76,83
14,77,79
39,78,98
21,90,100
31,80,102
12,17,49
6,78,103
17,44,61
74,89,98
72,74,98
22,96,101
34,79,116
34,63,108
31,106,108
30,36,81
3,24,84
23,82,119
29,40,107
4,89,94
1,38,111
40,52,73
23,53,97
43,97,104
6,16,81
2,36,67
33,87,101
3,24,61
7,56,71
32,59,99
15,94,116
2,43,83
19,92,96
7,29,58
1,95,105
39,65,116
16,30,97
3,24,74
5,21,97
7,93,115
15,54,57
11,75,87
2,16,79
13,21,89
40,55,73
24,47,60
2,47,66
30,109,117
17,28,118
12,86,106
2,69,90
3,28,57
26,70,113
90,104,107
8,13,72
32,41,76
10,78,86
7,11,115
38,51,60
29,62,111
2,20,67
67,93,101
26,47,106
8,12,84
40,73,112
39,50,67
6,16,61
8,76,105
1,22,88
35,42,71
43,70,103
19,64,86
19,43,63
39,98,116
24,102,107
2,16,46
4,45,102
24,61,83
32,59,92
18,53,98
26,62,117
19,87,96
8,79,105
38,55,118
2,34,90
23,36,76
32,55,76
10,28,65
26,76,113
7,98,105
21,90,112
23,36,53
26,27,113
44,71,72
63,107,108
10,56,104
30,71,97
14,50,114
10,68,114
39,71,83
38,66,117
21,75,82
12,106,111
16,81,108
26,43,70
7,11,85
66,74,89
15,20,109
18,93,115
37,60,88
7,11,62
1,66,100
39,49,50
65,95,101
15,20,86
10,31,42
28,50,57
89,98,104
6,16,93
18,89,94
34,38,81
2,34,47
105,106,118
39,50,112
16,61,97
1,68,100
7,41,80
35,58,96
8,43,94
10,53,56
23,47,104
7,71,80
27,54,113
20,106,109
24,62,93
10,52,68
38,66,74
6,16,60
7,52,80
19,77,96
31,102,107
1,11,85
8,34,120
79,103,117
18,28,63
44,68,71
30,53,116
33,41,103
2,34,112
6,38,74
16,30,89
2,20,69
29,66,83
39,69,83
12,17,106
39,50,69
18,20,77
2,36,49
48,63,82
29,40,66
23,40,81
23,81,82
27,62,97
32,89,104
26,36,76
29,47,83
7,80,86
30,105,116
76,92,113
69,83,99
9,10,56
33,67,87
3,28,111
2,34,79
24,64,95
2,16,61
10,20,77
28,70,116
47,105,106
10,17,44
1,11,42
2,72,82
24,95,96
9,90,119
16,67,100
2,20,49
3,28,101
10,31,77
99,112,113
16,61,119
16,70,87
15,38,110
29,72,120
30,33,72
19,27,42
35,78,96
34,54,60
29,39,64
30,36,118
39,70,98
7,59,105
44,88,117
65,79,117
5,42,59
22,70,98
10,45,86
7,29,118
7,94,98
29,57,66
83,88,101
29,40,98
23,79,104
2,61,110
15,30,109
4,51,95
23,44,119
2,34,49
2,67,82
18,66,89
5,21,75
19,43,110
34,38,60
5,97,106
17,31,80
38,48,51
29,36,118
10,45,53
57,73,112
20,106,111
82,114,116
5,58,91
26,27,49
18,61,108
33,72,103
2,16,70
7,29,62
1,87,105
7,39,112
32,57,71
22,84,98
63,82,108
4,84,95
26,27,62
1,11,87
7,29,39
2,36,61
23,28,119
19,23,99
19,43,77
59,84,110
8,13,76
50,82,114
7,29,52
5,49,117
6,38,76
23,40,70
1,26,85
34,38,40
21,80,86
19,23,53
32,41,57
54,76,101
9,10,45
33,67,112
2,20,48
30,105,118
24,68,90
28,56,57
2,20,61
82,116,119
19,27,77
8,13,43
41,83,88
17,28,66
18,22,115
4,46,84
9,19,120
3,47,104
12,13,69
20,55,85
12,69,86
23,35,79
8,34,79
76,92,105
29,83,118
12,17,52
33,61,120
3,20,104
10,20,69
12,24,69
83,88,100
20,55,75
3,58,108
10,50,69
11,43,91
39,44,70
1,85,105
19,63,82
4,79,84
51,57,112
6,93,103
23,68,79
28,50,84
9,19,64
33,103,112
43,90,104
12,13,49
45,113,116
33,61,87
1,11,109
12,56,104
29,52,111
18,92,108
7,66,100
10,44,78
6,16,74
3,20,84
10,44,114
15,30,52
7,52,94
46,100,105
43,93,104
37,66,97
60,100,120
29,66,107
9,66,106
7,115,118
3,20,61
33,56,120
3,76,114
6,38,111
53,56,120
67,79,84
15,20,57
10,44,68
6,16,64
10,56,78
24,47,89
12,86,99
23,81,119
14,41,88
40,73,92
12,17,84
2,20,83
32,71,92
37,50,84
33,45,64
25,111,112
39,83,116
12,55,88
24,69,90
36,87,98
18,95,98
11,44,87
33,67,101
5,42,116
32,89,95
32,48,63
40,50,98
10,50,114
16,30,70
10,28,68
33,111,120
36,53,59
12,88,111
12,24,68
70,87,98
38,50,55
10,20,104
27,54,74
34,54,120
26,107,117
1,100,111
21,90,92
20,67,84
29,39,65
7,39,71
19,64,82
29,72,98
73,83,106
12,88,101
26,27,106
7,61,66
33,59,77
16,43,97
18,60,98
96,119,120
2,46,47
17,99,118
30,36,109
26,43,63
31,50,97
34,38,120
2,41,66
18,63,93
18,22,61
17,47,61
7,29,86
10,65,69
19,23,110
22,70,102
46,47,105
2,48,82
7,41,96
36,85,98
