335,469,967,1064,1265,1606,1959,2311,2484,2498,2548
722,1039,1108,1205,1382,1496,1507,2000,2235,2310,2352
212,833,839,1934,2065,2109,2233,2255,2362,2868,3096
233,247,985,1035,1177,1270,1311,1451,1699,2075,3132
40,1056,1399,1716,1792,1796,2046,2330,2560,3036,3109
254,300,357,441,1026,1096,1103,2705,2713,2866,2890
197,405,840,1010,1550,1640,2241,2270,2592,2998,3314
1275,1398,1409,1656,1988,2359,2454,2647,2809,3248,3269
16,376,799,931,1184,1585,1626,1641,2191,2838,2895
94,159,334,766,1603,1718,1821,1973,2083,2650,2790
112,358,396,507,1042,1070,1510,2674,2817,2972,3102
19,314,464,737,843,1223,1286,2603,2638,2989,3212
483,493,664,939,1934,2175,2307,2370,2410,2426,2492
393,647,815,1241,1417,1434,1774,1790,1865,2366,2691
51,59,285,409,662,719,799,1252,1481,1842,3003
362,410,947,1015,1299,1427,1740,1765,2006,2213,2448
149,612,1182,1644,1697,2266,2659,2881,2945,3090,3304
73,287,349,807,914,1055,1385,2051,2194,2460,3281
211,347,514,683,714,754,997,1169,1928,2171,3040
15,228,258,1325,2246,2616,2739,3025,3158,3255,3278
