27,66,707,1547,1748,2601,2984,3152,3407,3918
259,816,1134,1547,1648,1825,1984,2160,2817,3293
559,714,1699,1774,1840,2167,2259,2598,2959,3347,3580
503,745,1053,1497,1879,1983,2186,2339,2473,3344,3991
540,587,899,994,1094,1419,2909,3036,3124,3489,3919
309,606,904,1047,1048,1221,1805,2262,2537,3258,3739
809,836,970,1072,1195,1209,1886,2537,2890,3465,3574
210,733,817,927,1565,2089,2348,2421,2500,2925,3338
754,819,1252,1480,1594,2120,2189,3003,3019,3299,3981
806,896,1243,1309,1339,2269,2875,3679,3808,3934,3981
139,1294,1371,2458,2704,2792,3478,3541,3742,3776,3939
479,835,1449,1758,2653,2687,2816,3016,3237,3438,3750
522,708,1094,1492,1622,1637,2909,3092,3297,3466,3681
374,1561,1575,2765,2811,2898,3339,3430,3468,3626,3740
144,389,1285,1401,1559,1857,2634,2763,3644,3807,3949
23,536,735,1204,1885,2139,2324,2332,2333,3141,3605
67,211,542,543,913,939,1582,2165,2748,3290,3864
276,568,699,1093,1171,1749,2205,2971,3305,3505,3811,3911
426,814,1132,1615,1863,2206,2532,2645,2651,2668,2775,3526
76,902,910,1847,2047,2289,2350,2773,2898,3411,3581,3701
270,722,769,1315,1415,1453,2008,2651,2715,2726,2893,3651
359,853,1260,1311,1555,2144,2169,2618,2865,3100,3223,3382
510,835,1017,1226,1709,1946,2004,2127,2178,3685,3812,3909
834,965,1034,1309,1654,1915,1979,2023,2163,2776,2969,3134
211,386,705,931,989,1391,1557,2040,2299,2503,2929,3033
204,250,260,365,777,1275,1694,1781,1829,2168,2491,3688
387,803,1010,1108,1169,1180,1289,2729,3680,3687,3828,3849
8,768,1207,1223,1476,1496,1951,2204,2362,2932,3582,3962
390,1026,1066,1787,1794,1930,2294,2367,3098,3406,3759,3968
181,237,408,749,812,1445,1725,1953,2482,2889,3713,3873
62,373,548,1057,1094,1138,1595,1834,1973,2204,3819,3904
804,1309,1524,1694,1919,1993,2444,2610,2701,3288,3768,3836
7,212,808,1384,2073,2424,3079,3205,3581,3689,3799,3800
27,214,371,417,754,1253,1339,1414,3262,3607,3719,3857
53,723,1262,1265,1639,1706,2221,2427,2852,3053,3385,3954
266,1099,1161,1415,1429,1828,2411,3033,3099,3489,3613,3983
197,398,526,931,1276,1421,1533,1584,2039,2172,2233,3420
109,124,230,678,944,1161,2300,2529,2706,2776,3173,3560
125,269,356,669,1544,1590,2006,2032,2436,2969,3396,3639
222,465,648,926,1082,1083,1359,1443,1750,2211,2266,3660
184,724,761,844,2067,2206,2623,2689,3323,3401,3574,3660
346,649,1004,1413,2134,2205,2722,2990,3138,3419,3596,3757
161,293,352,521,743,1487,2198,2808,2856,3322,3378,3589,3887
3,337,462,947,1403,1500,1942,2111,2141,2417,2668,3239,3769
201,749,1143,1252,1302,1443,1508,2386,2495,2841,3027,3325,3365
199,254,416,738,805,931,1126,1335,1367,1633,2248,3824,3915
285,474,583,692,1756,2004,2016,2249,2281,2499,2558,2786,3340
109,1033,1527,1839,2248,2317,2504,2571,2678,3006,3102,3199,3715,3716
398,445,567,739,930,1147,1183,2577,2656,2923,3207,3315,3556,3881
