44,150,242,386,568,610,678,739,839,902,964
86,124,298,351,404,509,512,542,568,717,964
86,124,262,404,509,512,568,717,748,829,964
13,86,124,159,351,404,512,568,717,891,964
86,117,124,150,159,404,509,512,568,717,748
123,179,351,386,441,568,717,771,923,975,1003
86,124,197,386,533,717,747,771,826,923,998
86,124,150,351,404,509,568,660,717,748,891
78,121,140,341,524,628,699,758,764,769,922
92,201,216,283,351,512,568,582,833,839,921
86,124,150,242,267,298,514,568,717,887,891
105,124,351,404,509,512,568,748,829,891,964
30,66,148,255,258,279,559,715,775,786,825
135,173,309,372,423,470,612,679,713,737,1007
86,150,322,512,608,728,832,860,906,998,1007
172,233,391,473,494,504,700,769,790,952,1023
124,197,222,351,404,509,512,568,717,870,964
197,221,322,374,568,717,739,839,869,975,998
49,150,253,279,302,345,354,408,818,829,944
201,206,294,502,509,544,555,699,932,992,1001
4,11,92,197,241,507,632,836,843,910,982
150,222,351,404,495,568,674,717,748,829,870
86,124,351,509,512,568,717,748,759,964,982
232,377,404,440,469,485,698,747,906,923,951
75,241,377,393,456,548,574,708,711,739,798
79,104,124,298,367,374,503,747,755,891,1005
477,557,612,658,664,668,714,889,918,945,990
86,124,404,509,512,568,717,748,829,891,966
42,124,150,197,351,416,509,717,748,829,923
79,140,167,242,270,354,456,484,610,611,759
63,168,380,382,490,526,694,808,814,890,997
86,124,150,159,351,509,525,568,717,748,964
34,93,261,271,480,517,567,776,800,811,998
86,150,197,221,283,471,509,568,717,771,1007
146,286,456,514,545,593,750,772,785,988,1015
86,121,124,298,404,425,509,512,568,717,748
23,156,331,425,444,573,687,695,762,871,884
150,289,318,350,386,545,567,601,963,974,977
86,124,197,351,404,509,512,568,717,768,964
150,167,386,404,509,512,568,717,829,870,1005
54,128,279,313,328,521,546,591,691,732,913
86,124,150,351,404,509,568,593,829,870,891
44,121,338,451,514,568,595,637,678,974,982
95,124,197,200,416,509,512,568,717,832,891
104,179,296,333,610,698,832,891,902,976,1003
86,124,150,404,509,512,568,717,742,891,964
86,150,336,351,509,568,870,891,964,976,994
124,150,159,345,416,509,568,717,750,886,923
86,124,150,298,351,404,509,568,717,782,1005
86,124,150,298,351,404,425,509,568,611,717
95,191,244,274,474,620,626,860,964,975,1003
86,296,322,410,514,568,678,762,870,964,974
150,196,232,327,509,549,586,674,685,755,1007
70,124,159,221,374,404,509,512,568,870,887
159,196,332,351,404,440,674,747,891,921,1005
70,121,298,345,404,568,586,637,762,976,998
67,343,348,357,513,704,730,808,809,826,918
23,45,393,456,466,507,530,726,761,830,924
86,150,314,351,404,509,512,568,593,717,891
124,386,404,509,512,568,608,832,921,964,982
227,282,365,670,720,782,811,823,862,888,955
86,150,159,298,404,509,551,568,717,829,891
86,124,197,351,404,425,495,509,512,568,964
45,308,358,385,567,584,644,686,792,803,987
61,111,372,374,416,503,568,722,809,924,957
44,95,334,404,509,512,568,582,839,976,1005
293,334,404,456,531,748,762,781,832,888,891
28,87,234,311,386,484,513,741,928,998,1001
44,140,416,509,514,582,717,832,839,906,974
124,200,351,404,509,512,568,717,870,891,928
86,124,150,351,404,509,568,611,748,829,964
79,222,242,322,332,350,449,639,699,887,906
44,55,124,374,433,471,677,737,775,823,872
71,100,137,200,211,433,492,573,589,636,997
71,96,244,310,403,638,771,802,897,937,1012
3,33,38,93,151,156,367,446,657,703,822
86,298,404,416,512,672,717,829,906,982,1005
179,253,372,395,552,637,648,724,747,787,886
86,103,124,351,404,425,509,512,568,717,964
86,150,336,404,416,568,832,887,891,964,998
150,197,293,399,416,514,750,829,887,964,982
5,20,107,200,215,265,303,582,686,729,964
25,270,304,317,498,619,672,745,799,883,907
149,216,271,293,619,918,923,935,940,993,1005
121,206,267,298,358,399,416,464,584,1005,1008
104,124,150,159,351,509,512,568,891,900,1005
86,124,296,334,512,674,685,748,870,891,923
86,159,351,404,509,512,568,587,717,759,829
25,86,124,404,509,512,748,829,891,928,964
86,124,298,386,404,482,509,512,568,717,998
