2,8,51,63,76,85,100,109
11,20,31,44,59,77,105,107
11,17,31,44,71,89,95,117
19,23,29,42,48,71,103,119
1,13,36,40,52,71,103,119
11,35,39,53,59,68,105,110
20,24,55,64,72,79,95,107
19,31,44,47,71,90,97,106
2,14,35,38,50,63,91,120
9,11,32,44,47,73,105,117
11,31,43,47,71,90,99,109
14,23,43,54,58,67,96,119
6,11,41,57,74,87,98,116
16,23,32,48,60,91,97,115
3,20,34,40,53,67,103,119
19,31,42,47,63,71,105,106
27,31,40,47,62,71,105,106
12,24,29,41,77,82,103,112
3,4,26,35,66,88,97,118
31,44,47,62,71,79,97,109
6,11,35,47,71,86,101,117
3,19,45,46,60,86,97,118
17,22,45,51,70,83,94,117
19,31,44,50,67,80,103,111
7,21,36,57,77,81,101,109
2,15,36,52,68,88,95,117
11,31,44,59,71,85,102,107
11,19,33,39,47,74,105,117
11,19,44,54,69,83,93,117
9,11,19,44,47,64,105,118
6,12,43,53,60,79,100,118
3,19,33,44,61,77,79,120
7,28,32,38,78,89,94,111
21,23,48,65,71,82,92,114
11,20,30,48,65,74,95,119
10,11,30,43,58,77,105,113
15,19,31,47,65,67,105,113
14,16,23,48,65,71,105,114
11,24,45,47,71,82,98,117
11,20,23,40,48,64,91,120
2,34,43,66,74,80,95,110
19,31,44,66,71,79,93,111
6,21,50,56,74,87,93,115
5,15,35,39,46,90,99,118
13,16,40,54,63,80,104,110
26,32,43,48,57,91,92,111
6,23,29,41,61,77,105,112
2,42,53,64,73,80,96,109
1,13,19,44,54,71,105,117
7,12,19,44,48,75,105,117
15,18,40,47,64,74,79,120
11,19,24,45,47,60,105,118
15,19,31,44,47,67,105,117
16,23,33,39,49,90,104,111
13,19,29,44,71,80,102,117
15,23,32,43,48,78,105,106
22,35,38,58,72,83,95,116
6,33,44,51,62,67,105,107
14,16,36,39,47,71,105,117
7,13,19,23,45,77,105,117
8,13,25,35,37,66,105,118
17,40,50,56,69,86,97,114
10,23,29,39,61,77,105,112
25,37,48,64,73,83,93,111
14,23,31,37,52,71,105,117
11,19,31,55,57,74,105,110
20,34,44,48,68,82,92,117
4,27,30,52,78,81,101,110
19,31,44,61,71,79,102,107
2,15,40,47,63,91,98,114
17,27,31,49,71,88,92,117
20,27,48,65,75,82,92,107
21,36,37,49,69,90,96,107
5,18,27,54,60,91,101,106
11,19,33,44,48,91,93,117
4,20,39,63,72,87,102,107
9,11,19,23,55,75,105,117
13,16,32,44,47,71,105,117
19,23,29,48,72,88,96,117
12,31,50,59,76,79,98,113
19,31,37,47,63,71,84,120
7,14,17,31,44,77,105,117
7,19,31,44,47,61,105,118
11,23,31,52,71,88,95,117
19,22,31,47,71,88,97,117
7,19,27,31,47,91,101,117
3,4,27,52,64,71,88,120
6,20,29,38,61,74,105,116
7,13,55,63,75,85,95,107
7,32,39,52,61,86,93,118
19,31,42,46,63,71,105,107
11,28,45,47,71,81,95,117
4,21,30,44,48,71,105,117
7,24,38,49,72,90,100,112
10,27,48,57,76,87,98,106
6,12,20,29,55,90,104,113
19,31,37,47,60,84,104,113
24,37,51,64,71,80,95,112
5,13,35,37,53,78,105,110
1,6,26,43,75,90,102,111
24,32,37,47,71,84,103,112
9,28,42,54,57,79,104,109
13,20,29,47,78,88,99,109
3,25,54,56,76,84,96,112
11,25,31,47,60,76,105,112
8,18,45,53,61,70,92,119
11,19,23,55,71,81,100,117
6,17,37,66,75,84,96,113
19,27,31,46,71,88,93,117
14,35,44,47,58,71,105,106
11,19,33,48,76,86,93,117
5,11,31,44,66,71,105,112
10,11,31,47,65,73,105,113
5,7,27,65,77,81,98,114
12,19,36,48,65,71,92,119
19,23,42,48,71,87,92,117
11,20,31,47,74,82,101,117
11,32,44,47,71,81,98,117
19,29,44,47,61,71,105,108
27,31,47,62,71,79,95,115
8,11,19,31,55,78,105,113
9,11,44,47,59,75,105,112
11,28,31,47,65,71,105,109
3,34,40,53,73,79,103,110
6,20,23,34,77,79,101,117
2,19,34,44,47,71,105,117
5,28,34,39,71,89,92,117
11,26,31,43,47,70,105,117
19,31,44,47,72,90,92,110
19,23,31,41,46,72,105,117
11,19,23,39,54,71,105,117
1,6,21,41,77,87,99,117
12,28,37,59,75,81,102,110
11,23,35,48,71,88,95,117
25,39,50,64,67,84,98,107
6,30,44,46,71,90,97,112
6,21,36,37,47,71,105,117
14,16,26,30,65,91,94,116
13,16,50,57,75,86,101,109
11,31,38,53,71,85,95,117
11,19,44,54,71,80,94,117
13,19,29,41,47,74,105,117
11,19,31,44,47,71,105,117
13,19,30,44,66,91,92,110
9,36,43,47,61,67,95,119
1,19,27,31,55,71,105,117
3,11,19,44,50,64,105,118
6,12,29,44,52,71,105,117
19,23,37,48,64,71,105,111
8,13,40,53,64,67,105,112
4,15,30,55,73,86,94,117
9,45,47,59,67,84,98,113
11,19,24,47,71,87,103,115
19,27,31,47,71,79,101,117
7,19,31,44,47,72,90,120
19,29,44,47,60,72,105,108
10,29,55,61,69,85,99,107
2,8,27,35,40,66,105,118
20,23,32,37,48,72,105,117
17,44,50,58,70,84,92,114
3,11,20,44,54,70,105,117
11,19,30,44,50,69,105,117
5,21,31,44,71,89,92,117
20,27,49,65,68,87,94,106
12,19,22,31,55,71,105,117
19,27,37,47,71,87,94,117
20,31,44,47,56,72,105,109
3,15,25,35,37,89,104,117
25,33,55,62,67,80,97,108
11,19,44,47,71,81,103,114
19,27,31,55,56,71,105,107
11,20,31,47,70,88,99,117
22,32,43,48,57,91,96,111
19,24,42,47,71,87,92,117
5,35,46,61,76,83,99,108
19,23,34,41,46,78,105,108
11,23,35,49,60,69,88,120
11,28,31,40,71,80,102,117
11,19,31,41,47,63,105,118
1,20,31,44,49,72,105,117
6,22,38,61,77,87,98,110
3,11,19,36,71,88,102,117
11,19,30,44,50,81,104,117
9,16,49,65,74,80,97,114
5,11,18,44,54,71,105,117
9,21,23,64,77,82,101,106
19,31,42,47,63,71,92,119
6,11,36,47,71,85,101,117
5,16,31,41,78,84,99,116
12,20,31,44,46,70,105,117
11,25,31,47,62,71,105,115
11,19,44,47,64,83,104,108
4,34,52,58,74,83,101,107
13,25,38,52,60,79,100,118
23,34,43,48,71,82,92,117
5,16,41,53,61,87,94,118
19,23,34,39,71,89,92,117
20,25,31,37,47,72,105,117
13,19,23,46,65,71,105,114
17,31,44,51,71,82,92,117
4,27,31,47,62,71,105,115
7,21,32,44,47,69,105,117
13,19,29,44,47,60,105,118
7,31,44,47,72,85,95,117
13,23,40,50,75,90,92,112
5,11,31,44,62,71,89,120
2,5,44,54,78,85,97,110
6,22,45,52,78,84,96,107
11,19,31,47,76,83,103,113
2,10,38,54,63,91,97,112
1,13,36,55,78,83,95,112
13,23,41,56,70,89,100,112
3,19,29,42,53,71,105,117
11,19,31,38,77,86,96,117
4,21,31,44,47,71,105,117
18,27,30,37,49,71,105,117
11,19,31,53,71,80,101,117
11,19,30,44,58,71,105,116
11,19,36,38,66,71,105,108
10,18,37,54,74,90,93,111
3,4,20,44,54,90,97,118
13,19,36,47,71,88,92,117
25,34,41,46,78,81,93,112
9,11,25,43,47,75,105,117
27,30,39,52,56,71,95,119
11,23,31,49,65,71,105,112
13,30,40,53,71,85,92,117
19,31,44,47,56,91,96,111
12,16,32,55,74,81,103,110
19,23,31,42,66,71,105,106
11,23,31,52,71,82,101,117
19,31,44,50,67,80,97,117
15,29,40,47,78,81,99,112
12,19,22,31,66,71,105,115
20,23,32,48,56,72,101,119
11,19,23,31,65,71,102,119
31,44,47,61,71,82,98,106
19,23,33,37,48,61,105,118
23,32,42,48,62,71,79,120
4,23,54,61,71,88,98,108
19,34,39,47,71,79,99,117
11,19,44,64,71,89,93,108
19,27,30,48,65,71,92,119
10,18,27,29,57,89,104,115
19,23,31,46,61,71,105,115
