172
32,94
32,75,172
4,27,165,172
26,32,94,165
4,46,90,106,108
8,27,75,176,190
32,75,103,165,172
32,84,108,115,172
4,26,32,94,103,165
4,27,103,165,172,190
27,48,83,115,160,165
25,27,32,42,172,190
27,42,73,165,172,190
19,42,78,93,108,122,172
55,103,104,122,123,170,197
73,83,103,108,115,139,160
4,22,27,32,104,170,190
4,46,73,90,93,106,108
4,73,93,103,115,160,197
8,27,83,115,160,165,172
8,32,83,115,172,180,190
8,36,73,108,115,185,190
19,26,32,42,83,122,165
28,32,84,108,115,172,176
32,58,71,75,95,115,144
8,27,104,115,165,189,190
32,75,103,160,165,172,190
8,27,36,73,79,159,160
8,27,32,75,160,176,190
32,65,73,75,115,122,160,172
4,27,32,34,115,129,172,174
27,32,46,73,75,108,147,172
4,8,27,46,79,83,115,127
27,46,73,115,125,160,172,197
8,32,73,83,103,108,115,160
4,8,32,36,46,103,108,172
4,27,48,73,83,115,160,165
8,10,75,103,108,159,160,190
4,8,27,42,73,165,172,190
4,8,32,42,46,83,108,190
8,27,32,42,83,108,160,172
4,32,42,46,115,151,183,190
4,27,32,36,108,121,172,190
32,36,73,103,108,115,128,191
27,42,73,108,115,165,173,190
27,32,36,73,121,172,190,194
8,13,32,42,108,160,165,190
32,73,90,103,160,165,172,197
16,27,36,75,108,115,144,190
4,27,46,103,160,165,172,190
4,19,20,27,36,79,129,159
4,27,51,73,83,103,165,172
8,42,46,73,103,127,165,190
25,27,32,42,108,127,172,190
27,46,83,115,144,172,175,190
27,32,42,83,108,165,172,190
8,10,27,103,108,160,172,190
3,113,115,126,129,159,160,190
4,32,79,93,103,115,165,189
4,26,32,46,94,103,160,165
8,27,46,103,108,157,165,172
8,46,73,83,108,115,160,172
3,104,127,129,160,172,189,190
46,73,75,87,108,115,160,172
32,73,83,103,108,127,160,172
32,46,93,103,115,160,169,183
4,32,93,108,121,122,160,188
8,19,27,36,73,79,159,160,190
4,27,32,115,131,145,156,190,193
73,83,103,108,115,139,160,165,172
32,36,58,71,75,95,100,115,144
4,8,32,42,83,108,115,165,190
4,27,32,46,79,130,160,185,190
4,8,27,32,46,73,108,152,190
8,13,19,27,73,79,103,159,190
8,27,32,46,83,115,172,180,190
8,28,32,84,108,115,165,172,176
10,27,37,46,75,108,115,129,147
4,26,32,42,83,103,108,122,165
4,46,79,103,122,125,127,144,197
4,32,103,108,127,160,165,171,190
4,20,32,73,79,83,115,159,193
8,27,32,73,79,108,144,159,190
3,55,103,104,122,123,170,191,197
46,73,90,93,100,103,108,115,197
4,46,73,90,93,100,103,108,172
3,27,32,36,103,115,131,166,190
4,8,27,83,104,115,160,165,172
4,26,42,46,83,108,115,122,160
27,32,73,83,103,108,115,139,172
3,22,32,46,103,115,160,170,190
8,42,46,108,157,172,184,189,190
8,32,46,103,108,115,127,160,185
8,32,36,73,79,108,115,185,190
4,19,27,83,108,127,129,144,172
4,22,27,32,42,46,104,170,190
8,27,32,36,73,108,127,160,172
8,27,32,36,46,56,108,121,172
4,8,32,46,58,107,115,185,190
4,73,93,102,103,115,160,172,197
19,32,42,78,93,108,122,160,172
3,4,22,27,46,103,115,183,190
26,32,36,58,71,75,108,115,185
4,73,93,100,103,108,115,160,197
4,8,32,46,103,108,115,141,190
3,32,46,55,104,110,115,123,191
8,10,28,32,75,103,160,186,190
4,32,42,46,83,108,122,165,190
27,32,75,103,160,165,172,176,190
8,27,32,75,84,160,165,176,190
4,8,13,32,73,79,85,108,165
4,46,73,93,100,103,108,160,172
4,27,46,73,90,93,106,108,160
4,19,32,73,78,93,108,122,165
27,42,46,73,108,121,165,172,190
27,36,73,79,92,103,108,127,144
4,8,27,104,115,165,172,189,190
4,19,26,32,42,83,108,122,165
8,13,32,42,46,103,108,160,165,190
32,42,96,103,115,139,165,172,177,190
4,32,42,46,73,83,108,127,172,190
3,4,19,36,113,115,126,159,160,190
8,42,46,73,83,103,115,127,165,190
42,46,83,103,106,108,127,160,172,173
4,8,42,73,83,108,115,127,172,190
4,32,46,48,83,103,108,127,165,190
32,38,73,103,107,108,115,128,144,195
4,19,20,27,36,79,113,129,159,190
46,73,75,87,108,115,160,165,172,190
4,32,42,83,103,108,115,160,172,183
4,8,27,73,103,160,164,165,172,190
32,46,73,103,108,135,160,165,172,190
27,46,73,90,93,103,115,165,172,197
32,46,73,83,103,115,127,160,165,172
4,27,32,46,108,115,127,160,165,190
4,32,73,90,103,125,160,165,172,197
8,27,46,73,103,108,160,165,172,190
19,27,32,73,115,127,160,165,172,190
4,8,27,32,46,103,108,115,172,190
4,32,73,93,108,121,122,160,165,188
3,4,27,32,34,36,115,129,172,174
4,13,20,27,32,36,108,121,172,190
8,10,27,75,103,108,159,160,172,190
4,14,19,32,115,145,172,185,190,191
4,27,73,79,90,103,108,128,160,197
4,27,32,79,93,103,115,165,189,197
8,32,42,73,83,103,108,115,160,165
3,27,42,46,103,104,115,160,183,197
21,27,87,103,108,127,160,171,172,192
13,36,73,88,103,105,108,160,164,197
3,27,46,83,107,115,144,172,175,190
4,8,32,36,46,103,108,115,172,183
8,27,32,73,103,108,135,160,172,190
4,8,27,46,103,115,133,157,164,190
27,32,46,73,75,87,108,147,160,172
42,46,73,83,103,106,108,127,160,190
4,13,36,46,73,105,108,160,164,197
4,13,27,73,88,103,105,160,172,197
19,42,73,83,106,115,136,165,172,190
27,46,51,73,83,103,108,160,165,172
4,25,27,32,42,108,115,127,172,190
