10,13,29,40,56,60,62,79,140,154,161,178
13,15,16,53,79,82,87,114,116,132,156,190
18,28,29,59,68,94,106,118,137,156,166,178
11,21,29,40,46,60,61,79,87,91,160,165
15,29,33,56,61,66,76,79,82,88,177,187
4,13,60,70,84,88,94,108,112,129,191,197
16,73,79,81,82,91,101,114,139,161,171,174
15,31,44,45,98,101,128,137,140,161,178,184
8,13,15,33,47,73,79,114,139,140,155,159
30,48,65,73,79,97,101,103,114,139,144,197
13,18,28,34,59,61,79,112,165,178,184,187
13,16,70,73,79,81,82,91,140,146,161,197
13,29,70,73,110,139,140,142,147,161,165,197
13,15,16,29,56,79,97,114,140,151,161,197
15,29,73,114,137,139,140,149,152,164,165,197
29,40,70,73,75,84,97,99,114,161,165,173
13,62,69,70,73,81,139,140,142,155,161,165
15,16,29,54,66,70,73,82,114,139,161,171
65,68,70,73,79,81,91,97,103,128,140,179,197
5,13,15,16,53,73,79,81,82,139,164,175,197
1,22,27,36,39,48,59,113,135,138,162,185,186
1,13,16,24,66,69,74,109,124,174,175,178,191
15,19,48,65,70,79,81,103,128,130,134,140,197
13,15,62,70,73,82,91,97,108,111,161,165,172
9,23,28,75,81,114,145,149,158,161,169,174,187
13,16,33,71,82,91,110,114,139,140,147,165,189
15,48,73,79,81,86,97,105,139,140,165,171,197
8,13,16,62,73,79,81,82,114,139,155,161,174
8,32,62,69,109,114,137,139,140,147,155,161,165
48,65,70,81,82,97,103,139,140,149,155,182,197
1,29,56,62,77,79,114,116,128,150,154,157,179
7,13,18,29,45,64,66,73,110,114,150,156,187
8,13,15,16,17,27,70,79,111,114,161,165,198
13,15,16,17,62,73,79,85,87,114,156,161,190
48,73,79,81,82,90,97,102,103,114,139,140,197
15,62,73,79,82,91,97,101,103,139,140,148,152
8,13,15,16,29,79,85,114,132,139,156,161,190
8,10,11,29,41,70,79,82,91,111,127,161,179
10,62,69,70,79,81,95,97,139,140,155,161,165
2,13,16,33,62,73,79,82,91,114,153,161,174
10,29,41,70,79,82,91,127,128,140,161,179,197
16,70,73,79,81,82,91,103,140,146,171,179,197
13,16,45,66,70,73,79,87,114,140,144,156,161
13,15,31,62,82,98,128,140,147,161,162,165,178
13,15,29,56,66,79,82,114,128,140,156,161,190
15,16,23,29,54,66,73,82,114,139,161,171,190
13,15,29,61,66,87,88,126,152,159,181,186,199
10,18,35,38,40,55,58,90,104,117,144,148,166
13,15,29,64,66,73,79,82,114,128,140,150,156
15,19,48,73,79,81,103,105,139,140,165,171,197
8,13,15,16,29,62,73,79,105,139,140,156,161
15,16,48,64,79,81,97,103,114,140,151,179,197
59,65,73,79,82,97,103,139,144,145,177,179,190
13,15,66,73,79,82,114,123,128,140,161,165,190
1,7,9,18,66,79,95,145,160,161,170,185,190
8,13,16,62,73,79,81,82,111,114,155,161,174
2,13,29,32,62,73,139,140,142,156,161,177,190
11,13,61,62,79,82,91,100,138,152,153,164,165
15,19,48,59,79,81,103,114,124,149,151,179,197
13,15,29,66,70,79,82,87,114,132,156,161,187
29,56,62,68,70,76,95,138,140,142,156,180,195
13,29,66,77,79,87,128,140,154,157,161,165,178
13,15,16,29,66,79,82,87,114,132,156,161,190
29,46,64,65,66,82,104,110,115,136,140,148,180
18,29,55,68,79,88,95,116,148,150,154,156,187
13,15,16,29,62,73,79,97,105,139,140,161,165
13,19,29,60,62,64,104,114,118,140,152,169,199
8,15,62,69,73,114,137,139,140,147,155,161,165
10,29,62,70,77,79,95,97,139,140,161,165,179
15,62,70,73,79,81,82,91,97,114,139,165,200
8,13,15,33,42,62,73,82,114,139,140,156,161
8,13,16,62,70,72,75,79,81,82,91,114,140,161
67,69,70,79,81,97,103,114,139,140,149,165,171,179
15,16,70,82,91,97,103,108,116,139,165,179,195,197
59,61,79,81,82,86,132,139,165,167,171,179,193,197
15,16,29,70,73,79,82,97,115,139,140,161,165,197
16,70,73,82,103,110,114,125,140,164,165,171,179,197
48,59,65,73,81,97,103,114,139,149,169,171,179,197
10,12,13,15,16,29,62,70,91,97,139,140,161,165
15,48,70,73,75,81,82,97,103,114,140,149,171,186
2,13,19,32,56,67,71,109,114,140,144,151,155,198
15,48,66,70,73,81,82,87,103,114,128,140,171,186
15,16,31,70,73,81,82,114,139,140,161,165,171,197
59,65,73,79,82,97,101,103,123,139,141,149,171,190
15,29,65,70,73,79,91,97,139,165,171,179,181,197
13,16,29,70,73,77,79,82,97,111,114,161,194,197
16,29,49,70,73,91,97,114,133,139,140,147,161,197
15,16,29,66,70,73,79,80,82,114,152,156,163,171
7,13,15,33,42,46,51,73,82,98,161,165,178,187
8,13,16,29,45,66,70,73,114,139,140,156,161,169
48,65,70,73,81,139,140,142,149,165,171,179,193,197
16,69,73,79,81,91,97,102,114,139,140,161,171,197
48,59,79,81,82,97,113,132,145,159,165,171,179,190
8,16,29,56,62,72,79,82,101,104,114,140,161,190
70,73,81,97,99,111,114,149,161,165,171,179,187,197
15,70,73,82,84,97,103,114,140,149,165,179,180,197
24,37,41,47,64,68,94,99,100,164,175,182,183,193
10,48,59,79,81,82,97,111,113,145,159,165,171,179
11,16,22,64,82,91,93,94,97,103,139,165,179,197
8,15,29,62,73,79,82,91,101,139,140,148,152,164
8,13,15,16,79,81,82,91,114,139,140,161,165,189
15,65,73,79,82,91,97,103,139,140,148,171,179,197
12,15,35,65,70,81,83,103,114,138,139,140,149,179
15,19,48,60,65,70,79,114,140,149,152,155,165,197
13,16,70,73,79,82,91,97,114,139,140,144,161,197
19,65,68,70,73,79,81,103,127,140,149,179,193,197
15,48,51,59,73,82,97,103,139,149,159,165,171,179
7,8,13,15,33,34,66,73,79,82,114,139,156,159
15,48,64,79,81,90,97,103,114,140,149,151,179,197
19,48,70,79,81,82,114,140,149,165,171,193,197,198
3,15,19,65,70,76,79,81,91,103,130,139,140,197
8,13,15,16,29,63,66,73,82,139,140,156,161,178
8,15,19,62,70,73,79,81,82,91,114,139,165,200
15,16,29,33,73,79,82,97,115,139,140,161,165,178
8,16,38,62,69,70,77,91,108,116,139,161,165,179
8,15,16,79,81,82,91,114,139,140,161,165,179,189
15,19,29,48,63,73,82,86,128,140,165,171,179,197
15,26,48,65,73,80,92,97,114,145,165,171,179,196
8,14,15,69,70,73,75,79,92,103,133,140,155,165
16,62,70,79,81,82,91,97,114,116,131,139,161,179
8,13,16,29,33,46,66,73,79,82,102,140,161,178
2,15,16,29,33,54,73,82,101,114,121,139,161,171
1,15,48,65,70,73,79,81,103,114,139,149,179,197
8,10,15,16,29,76,79,82,115,139,140,156,161,190
7,8,13,15,42,51,70,73,82,108,139,155,161,165
13,16,28,48,64,73,79,81,103,114,139,140,165,197
15,48,65,70,79,81,97,103,130,139,140,149,155,197
5,10,15,16,29,56,76,82,107,125,143,179,195,197
8,13,15,16,29,79,82,114,116,132,139,156,161,190
19,65,73,79,81,82,101,114,139,145,149,171,174,193
10,15,19,29,37,70,79,82,91,128,140,165,171,179
13,15,16,79,81,82,91,114,139,140,161,165,189,197
15,16,48,73,79,81,97,103,105,139,140,165,171,197
16,48,79,81,82,97,103,104,114,139,140,165,171,197
13,15,31,36,70,73,82,88,103,147,152,172,187,197
1,26,37,56,79,119,128,143,150,160,167,170,179,187
10,16,24,48,70,75,79,81,82,97,103,140,165,171
12,15,65,81,97,103,114,118,140,149,165,171,179,190
13,16,31,62,73,75,81,82,140,146,155,161,185,190
15,46,48,65,73,79,81,82,86,140,149,165,171,197
8,13,16,66,73,79,82,114,139,140,144,156,161,190
13,16,29,73,77,79,82,87,91,102,114,140,161,197
13,15,70,73,79,81,82,97,114,128,161,165,187,197
48,59,79,81,82,97,111,113,132,145,165,171,179,187
15,53,56,70,79,82,97,114,139,143,149,171,179,197
48,65,70,73,79,82,97,103,114,139,140,144,179,197
13,15,16,44,81,82,91,97,98,139,140,161,165,197
13,62,70,75,77,79,82,87,114,119,128,140,156,161
13,15,16,29,62,73,79,85,91,97,114,139,161,165
13,16,44,62,69,77,97,98,109,139,140,161,165,178
65,68,70,73,76,79,81,97,103,140,149,179,180,197
10,15,16,29,70,79,80,82,91,97,152,165,171,197
10,13,15,18,29,33,51,60,74,75,140,156,161,178
15,16,29,33,66,73,79,82,114,139,140,156,161,171
15,46,48,65,73,79,81,82,103,140,149,165,171,197
15,19,70,73,82,103,139,140,149,165,171,179,195,197
15,29,70,73,82,87,114,128,136,140,161,165,171,197
16,69,70,73,81,97,114,139,140,161,169,171,179,197
4,14,56,93,95,101,106,126,152,156,172,180,189,197
15,16,53,73,79,81,82,97,114,140,150,171,179,197
10,13,15,29,70,79,91,97,126,139,140,161,165,197
8,13,15,16,33,79,82,91,114,139,140,161,165,189
15,65,73,81,82,97,98,103,149,165,171,179,187,197
8,29,56,66,76,79,95,126,139,140,141,156,161,190
19,59,65,73,82,103,110,114,139,149,165,171,179,197
11,16,71,81,82,91,93,94,103,108,139,165,179,197
16,27,48,70,73,79,81,103,114,139,165,171,193,197
13,16,69,70,73,81,97,114,139,140,155,161,169,197
15,19,48,59,79,82,103,114,121,162,165,171,179,197
26,59,65,68,73,79,81,83,92,97,103,149,179,180
10,16,70,76,78,81,82,91,97,103,139,140,182,197
13,15,29,30,33,62,73,79,91,97,111,114,161,165
8,13,16,28,29,66,73,79,114,139,140,156,161,190
13,16,70,73,81,82,91,94,97,139,140,161,165,197
15,16,48,52,73,79,81,97,103,105,140,165,171,197
13,15,29,45,66,70,73,79,87,114,128,140,156,161
13,15,16,29,63,73,82,91,139,140,147,161,165,197
13,15,47,62,64,69,73,79,97,103,114,139,140,152
13,70,73,77,79,91,97,100,108,139,160,161,165,197
10,16,48,79,81,82,97,103,139,140,170,171,179,197
15,16,63,69,73,91,98,139,140,161,165,171,179,197
15,65,69,73,79,81,85,87,91,103,114,165,171,197
13,16,62,69,73,79,81,85,97,114,153,161,165,190
19,48,65,70,81,82,103,127,139,140,149,182,193,197
9,10,20,26,28,32,49,53,121,122,141,175,178,186
2,5,26,47,73,79,93,101,103,122,123,125,185,199
1,15,65,69,70,73,79,81,103,114,139,149,179,197
1,15,16,36,48,70,73,79,81,103,114,139,179,197
15,19,48,64,79,81,90,103,114,140,149,151,179,197
15,20,65,70,73,79,81,82,91,97,114,139,165,200
19,48,65,70,73,79,82,103,114,128,140,144,179,197
15,23,47,73,89,97,103,107,139,140,149,155,177,197
8,15,16,62,69,73,79,91,114,121,139,161,165,179
8,13,16,29,62,73,75,79,82,140,156,161,185,190
15,16,48,70,74,82,97,103,114,140,147,165,179,197
19,48,58,79,81,82,103,146,149,159,171,179,190,192
7,13,15,18,33,34,45,66,73,79,150,156,178,187
69,70,73,81,139,140,142,149,161,165,171,179,193,197
15,42,70,73,82,97,114,139,140,149,161,165,179,197
16,44,81,82,97,98,103,139,140,170,171,179,183,197
15,29,60,70,79,91,114,128,133,140,161,162,165,197
13,15,16,46,73,79,81,82,87,91,140,161,165,197
