1,6,15,28,45,66,91,136,171,210,253,291,324,378,435,496
1,6,15,28,45,66,91,120,153,190,231,276,350,404,434,496
1,6,15,28,45,66,91,120,153,190,252,300,351,400,434,496
1,6,15,28,45,66,91,120,170,210,249,275,325,378,435,496
1,6,20,36,55,78,105,136,171,210,253,300,306,378,435,496
1,10,21,36,55,78,105,136,171,210,253,300,351,406,409,496
1,6,15,28,45,66,104,136,171,210,253,300,351,406,465,479
2,10,21,23,45,66,91,120,153,190,231,276,325,378,435,496
2,10,21,36,55,57,91,120,153,190,231,276,325,378,435,496
1,6,15,35,55,78,105,136,171,210,218,276,325,378,435,496
1,6,15,28,45,77,105,117,153,190,231,276,325,378,435,496
1,6,15,28,45,66,91,136,171,210,225,276,325,378,435,496
1,6,20,36,55,78,105,136,159,189,231,276,325,378,435,496
1,6,15,36,55,78,105,136,171,210,253,300,332,377,435,496
3,10,21,36,55,78,105,136,171,210,253,300,351,379,434,496
1,10,21,36,55,78,105,136,156,189,231,276,325,378,435,496
1,6,15,28,45,66,91,120,171,188,231,276,325,378,435,496
1,6,15,35,55,78,105,136,171,210,253,261,325,378,435,496
1,6,15,28,45,66,91,120,153,210,253,300,351,406,454,495
1,6,15,28,45,77,105,136,171,210,253,300,351,390,434,496
1,6,15,35,55,74,90,120,153,190,231,276,325,378,435,496
1,6,15,28,55,78,105,136,162,189,231,276,325,378,435,496
1,6,21,36,55,78,105,136,171,210,253,300,351,406,465,470
3,10,21,36,55,78,105,136,171,210,253,300,326,377,435,496
1,6,20,36,55,72,90,120,153,190,231,276,325,378,435,496
1,6,15,28,45,77,105,136,171,210,253,300,351,406,418,496
1,6,21,36,55,78,105,136,158,189,231,276,325,378,435,496
1,6,15,28,45,66,91,135,171,206,230,276,325,378,435,496
1,9,21,36,55,78,105,136,171,175,231,276,325,378,435,496
3,10,21,36,55,78,105,136,171,210,253,300,351,406,407,496
1,6,15,28,45,66,91,120,171,210,227,276,325,378,435,496
1,6,15,28,45,66,91,120,153,210,250,275,325,378,435,496
1,9,19,27,45,66,91,120,153,190,231,276,325,378,435,496
1,6,15,28,45,66,91,120,171,207,230,276,325,378,435,496
1,6,15,28,45,66,91,136,171,210,253,300,351,393,434,496
1,6,15,28,45,77,103,119,153,190,231,276,325,378,435,496
1,6,15,28,45,66,91,120,153,190,231,276,325,406,465,492
1,6,15,28,45,78,105,136,171,210,253,287,324,378,435,496
1,6,15,28,45,66,91,120,153,190,231,300,323,378,435,496
3,10,21,36,55,67,90,120,153,190,231,276,325,378,435,496
1,6,15,35,55,78,105,136,161,189,231,276,325,378,435,496
1,6,15,28,45,66,105,136,171,210,253,300,351,406,448,495
1,6,15,28,45,66,91,120,153,190,231,276,351,406,431,496
1,6,15,28,45,66,91,136,171,210,253,300,351,366,435,496
1,6,15,28,45,66,91,120,170,210,253,300,351,406,465,483
1,6,15,28,55,78,105,129,152,190,231,276,325,378,435,496
1,6,15,28,45,66,91,120,153,190,231,276,350,406,461,495
1,6,15,28,45,66,91,120,170,189,231,276,325,378,435,496
1,6,15,28,54,78,105,136,171,210,253,300,310,378,435,496
1,6,15,28,45,77,105,136,171,210,243,275,325,378,435,496
1,6,21,33,44,66,91,120,153,190,231,276,325,378,435,496
3,10,21,36,55,78,79,120,153,190,231,276,325,378,435,496
3,10,21,29,44,66,91,120,153,190,231,276,325,378,435,496
1,6,20,36,55,78,105,136,171,210,216,276,325,378,435,496
1,6,15,28,45,66,91,120,170,210,253,300,351,406,424,496
1,6,15,28,45,66,91,135,171,210,226,276,325,378,435,496
1,9,21,36,55,78,105,136,171,210,253,257,325,378,435,496
1,9,21,36,55,78,105,109,153,190,231,276,325,378,435,496
1,9,21,32,44,66,91,120,153,190,231,276,325,378,435,496
1,6,15,28,45,78,105,136,171,210,253,300,351,406,446,495
