21,351
276,325
1,66
15,276,325,496
15,45,170,210
1,6,406,453
1,28,66,231
66,91,378,435
21,36,351,465
1,28,66,231,276,350
1,6,15,91,406,453
6,28,45,105,300,496
1,45,171,210,351,496
6,105,132,276,325,435
15,28,91,153,253,495
66,91,206,325,378,435
28,45,77,325,378,435
6,28,45,66,153,435
15,45,170,210,325,378
15,105,253,300,351,435
6,36,55,215,378,496
5,15,91,276,325,496
1,21,36,351,465,469
6,105,132,276,325,378,435,496
6,28,78,136,210,253,286,496
6,21,36,55,215,276,378,496
1,28,45,77,105,325,378,435
10,36,78,105,230,378,435,496
1,6,15,28,91,300,406,453
28,66,91,171,206,325,378,435
1,15,28,66,190,231,276,350
6,15,45,91,210,292,378,435
6,78,105,171,210,378,435,496
6,45,77,105,171,276,325,378
2,36,105,136,192,230,378,435
1,45,136,171,210,300,351,496
15,45,120,170,210,276,325,378
15,28,91,189,231,325,378,496
3,105,136,171,210,253,326,496
1,6,28,45,66,105,300,496
15,45,78,171,201,230,435,496
15,35,78,105,239,325,378,435
5,15,91,120,190,276,325,496
6,72,90,120,153,190,378,435
15,28,66,91,153,253,406,495
1,21,36,171,210,351,465,469
16,45,120,153,190,276,378,496
3,15,45,66,91,153,325,378
1,6,28,45,66,153,231,435
15,28,66,91,120,153,190,253
36,136,171,210,300,378,435,496
6,15,66,136,210,253,339,435
15,78,105,164,189,276,378,435
15,54,105,136,253,300,351,435
3,105,171,210,253,300,351,496
1,15,28,45,66,120,276,495
2,10,23,45,91,276,435,496
6,36,55,78,210,253,300,351,434,496
3,21,36,78,171,210,232,275,325,496
6,54,78,105,210,286,324,378,435,496
6,21,36,55,78,152,325,378,435,496
1,6,15,210,253,300,351,406,422,496
2,10,21,23,45,91,153,276,435,496
10,36,78,105,136,230,325,378,435,496
6,15,28,78,105,171,221,276,435,496
1,6,15,28,45,66,190,231,276,350
1,45,66,120,171,227,276,325,378,496
1,21,36,105,171,210,253,351,465,469
2,21,36,105,152,190,231,325,378,496
15,28,45,66,91,153,252,275,325,496
1,9,78,105,136,171,210,300,406,495
1,6,15,91,171,210,300,351,452,495
1,15,28,45,91,120,210,351,406,465
1,15,28,45,136,171,203,230,435,496
1,66,91,120,153,190,252,406,465,487
21,36,55,105,157,189,231,276,435,496
15,28,45,66,91,153,253,351,406,495
1,6,28,45,105,136,253,300,351,465
1,6,91,120,171,231,276,325,435,496
1,6,66,91,189,276,325,378,435,496
6,15,66,136,171,210,253,339,435,496
6,105,132,152,231,276,325,378,435,496
6,15,55,78,105,136,198,230,325,496
10,55,78,105,136,210,300,351,435,496
1,9,55,105,210,235,275,378,435,496
15,78,105,136,164,189,276,325,378,435
6,28,54,78,136,210,253,286,378,496
6,45,66,91,153,190,231,276,406,462
1,45,77,136,171,183,231,276,378,435
10,21,36,105,136,171,191,230,276,496
6,15,45,91,171,210,253,351,395,434
1,21,36,55,78,153,190,378,435,496
10,36,55,171,210,253,300,351,352,435
6,15,28,91,189,231,276,325,378,496
2,10,36,55,105,136,192,230,378,435
15,28,45,66,91,136,171,325,378,435
2,21,36,57,91,153,276,325,378,435
15,45,78,136,171,201,230,276,435,496
6,15,28,45,66,171,253,317,435,496
16,45,120,153,190,276,325,378,435,496
1,6,15,28,105,189,231,325,378,435
45,66,105,171,210,300,351,391,434,496
1,6,28,66,153,209,296,324,378,435
1,6,15,28,91,153,300,377,435,496
2,10,55,105,136,300,351,406,408,496
1,6,15,45,230,276,325,378,435,496
1,6,15,78,105,136,171,300,351,496
28,45,91,120,153,190,253,325,435,496
1,21,36,136,171,210,300,378,435,496
10,21,36,78,105,171,210,253,435,496
1,21,36,55,78,136,171,210,300,496
1,28,45,77,105,136,190,325,378,435
1,9,21,78,105,136,171,329,377,496
6,21,41,66,153,190,231,325,378,435
1,6,41,66,91,153,190,378,435,496
1,27,45,66,91,153,276,325,435,496
6,45,77,105,153,190,231,276,435,496
1,28,105,136,253,300,351,406,448,495
1,15,45,66,91,190,231,324,378,435
1,45,66,91,120,153,231,276,325,435
1,41,91,120,153,190,276,325,435,496
1,6,36,91,120,153,190,231,435,496
10,21,55,78,105,231,276,325,378,435
1,36,55,61,120,190,276,378,435,496
1,6,15,28,91,120,190,231,435,496
1,9,21,36,55,105,136,171,406,439
1,6,90,120,190,231,276,378,435,496
1,10,36,48,120,190,276,325,435,496
2,10,21,23,66,153,190,325,378,435
1,6,28,45,66,91,153,190,300,351
1,78,105,136,171,210,324,378,435,496
1,9,21,36,55,78,105,124,190,276
6,21,36,78,105,230,276,325,378,496
15,28,45,66,91,120,253,300,372,496
1,28,45,66,190,231,276,325,378,435
2,10,55,105,136,171,192,230,435,496
1,28,66,91,171,206,230,325,378,435
15,28,54,105,136,171,253,300,351,435
1,15,35,78,105,136,239,325,378,435
6,15,28,66,91,120,153,190,253,496
1,21,78,105,171,210,275,325,378,496
6,36,55,78,210,300,307,378,435,496
1,15,45,78,105,136,231,276,325,378
1,6,36,78,105,171,176,231,325,496
6,21,36,55,105,215,276,325,378,496
3,55,105,171,210,253,300,351,406,496
1,6,15,28,66,153,210,253,272,325
2,55,105,136,171,173,231,378,435,496
6,15,45,77,105,171,276,325,378,435
6,15,45,66,120,170,210,276,325,378
1,15,28,78,89,153,231,276,378,435
1,15,45,91,136,171,210,300,351,496
