133,159,323,329,359,454,475
10,12,65,132,174,188,440
65,86,156,243,265,352,417
26,75,105,130,139,243,467
232,304,317,402,429,440,466
156,190,223,304,317,329,343
27,34,63,130,227,304,443
18,33,138,147,238,379,449
34,61,80,189,242,280,433
53,80,143,252,304,361,411
35,65,242,243,352,379,388
27,30,131,286,287,341,394
65,143,243,291,304,352,369
97,101,303,317,362,382,454
7,27,34,63,174,359,455
78,84,90,245,376,412,423
7,15,65,98,133,162,212
13,27,63,212,304,315,443
49,63,104,212,274,312,469
22,123,310,343,438,454,493
21,73,354,374,379,404,451
3,13,115,153,160,202,342
65,102,242,243,291,352,379
26,75,97,130,139,243,349
34,80,180,215,257,369,451
34,45,102,259,286,341,443
86,175,195,204,243,264,446
69,119,133,402,440,464,481
64,84,121,188,304,363,472
45,81,220,333,339,408,412
27,34,41,63,191,316,443
21,63,78,190,211,268,418
65,98,243,268,278,379,478
62,65,77,156,177,225,369
36,80,188,349,457,471,472
18,39,43,138,224,278,304
65,107,121,132,133,188,304
65,129,132,188,265,314,352
13,27,34,63,191,304,443
5,33,48,78,90,110,407
45,161,197,251,341,394,419
86,92,176,182,359,418,448
86,130,139,175,243,359,446,493
28,60,102,171,273,291,355,480
18,131,138,248,321,441,476,486
26,65,85,175,243,388,446,477
33,65,138,194,243,278,379,478
62,65,121,132,188,304,317,352
123,156,214,343,362,379,389,471
8,65,110,121,132,133,188,317
21,78,133,211,256,298,418,484
39,130,138,139,147,192,300,317
93,130,132,175,317,369,390,454
84,90,181,280,289,291,376,423
33,78,186,241,308,376,423,433
65,80,86,156,343,359,406,478
23,27,132,174,188,348,352,359
27,84,188,314,341,358,455,480
13,86,121,130,267,308,419,437
123,132,224,304,359,369,418,491
13,27,34,63,130,304,315,443
65,86,156,171,178,198,448,484
34,116,221,259,304,329,341,443
65,86,138,243,291,304,359,385
1,33,65,86,119,160,175,379
63,67,264,309,354,366,374,406
65,78,124,233,268,270,369,454
52,65,123,259,310,343,408,485
123,132,188,222,244,306,342,369
39,229,232,254,255,304,317,454
11,33,81,194,210,276,346,428
73,92,273,291,304,376,430,455
123,174,221,343,359,362,454,469
65,78,86,156,342,369,418,463
33,153,251,268,414,444,446,461
90,150,196,249,258,302,310,377
90,188,211,222,329,359,400,420
12,33,65,175,194,243,297,400
65,139,144,175,212,352,388,446
106,128,130,304,315,341,373,434
84,90,91,153,314,352,402,480
65,251,258,291,352,374,380,446
123,183,188,222,342,359,369,459
49,83,135,201,243,254,359,445
2,4,33,65,66,171,176,481
65,111,123,133,188,317,342,418
133,183,186,269,322,363,472,488
33,118,248,251,265,287,297,315
27,132,133,152,156,359,424,484
