670,1187,1718,2278,2585,2836,3062,3333,3406,3556
424,613,788,1250,1417,1493,2423,2855,3160,3942
587,1042,1574,1869,2051,2345,2571,3201,3367,3925
10,221,621,1200,1952,2073,2078,2802,2966,3454
70,214,529,1292,1522,1938,1941,2446,3420,3912
307,764,833,1354,2484,2672,3509,3681,3822,3874
618,1566,1766,2163,2535,3139,3279,3892,3941,3986
837,1210,1641,1800,1985,2061,2092,2159,2185,3260
81,531,983,1208,1706,2578,3143,3280,3356,3990
462,638,870,1766,2128,2473,2535,3306,3441,3754
643,829,1034,1172,1310,1752,2681,3591,3705,3946
211,271,339,734,941,1202,1305,2149,2271,3770
246,259,1115,1378,1680,1685,1754,2053,3461,3765
268,580,828,1393,2799,2885,3059,3209,3291,3964,3986
212,1013,1192,2105,2746,3140,3360,3536,3610,3818,3955
198,533,685,1363,1580,1583,1872,2083,2770,2869,2926
484,786,960,1102,1398,2262,2350,2983,3010,3725,3978
527,1150,1326,1705,1943,2553,2565,2687,3759,3843,3895
12,452,589,617,1452,1771,1881,1953,2168,3398,3416
34,37,854,1324,1666,2242,2440,2476,3535,3835,3958
10,245,512,522,1512,2240,2301,2665,2712,2862,3247
88,320,570,1785,1843,2259,2315,2626,3037,3045,3551
462,562,1411,1707,1903,2129,2176,2273,2344,3760,3952
738,986,1030,1048,1057,1255,1501,1595,2387,3344,3352
83,990,1997,2349,2440,2518,2529,3003,3137,3507,3647
187,338,401,903,1170,1440,1646,1663,2111,3698,3960
274,524,581,765,1143,1429,1458,1756,1943,3614,3711
110,456,1053,1857,1960,2462,2673,2929,2939,3118,3614
486,625,722,1718,2212,2529,2537,2624,2760,2836,3904
155,548,1097,1102,2323,2506,2639,3224,3281,3572,3593
664,1286,2010,2235,2244,2356,2391,2422,2663,3770,3850
18,27,173,248,573,636,801,942,2044,3342,3385
325,421,1045,1300,1965,2090,2198,2372,2668,2728,2774
16,330,576,838,1174,1328,1594,2013,3497,3581,3970
40,452,970,1172,1264,1563,1725,1883,1934,3069,3091
45,189,891,1057,1098,1195,1647,1969,2113,3666,3717
566,810,1169,2019,2382,2484,2969,3038,3096,3502,3629
18,234,687,824,1046,1943,2084,3097,3787,3870,3900
118,926,1073,1195,1754,1828,2398,2410,2656,3193,3411
719,777,1174,1355,1725,1890,1904,2086,2425,2550,2775
230,788,1161,1443,1500,1859,1969,2477,2564,3213,3228
159,267,939,997,1256,1706,2097,2181,2437,3060,3649
358,510,1063,1352,1456,1474,1809,2764,3117,3571,3851
706,1129,1193,1847,1964,2291,2486,2511,3446,3545,3758
48,271,794,1145,1543,1796,2374,2509,2999,3038,3704
488,927,1176,1335,1710,2431,2890,3415,3581,3681,3787
379,753,1007,1450,2850,2917,3418,3451,3516,3625,3698
720,1444,1782,2161,2173,2430,2609,2701,3234,3757,3889
1290,1575,1616,2617,2839,2933,3060,3133,3323,3875,3991
1407,1585,2017,2242,2367,2858,3104,3220,3230,3702,3813
58,343,436,926,1240,1887,2079,2344,2578,3149,3356
100,772,1334,1479,2041,2069,2448,3112,3383,3932,3971
9,431,981,1298,1322,1445,2231,2420,3079,3819,3989
478,500,761,1046,1749,2398,2402,2517,3029,3338,3787
11,792,1058,1081,1101,1334,1681,2294,2713,3276,3358
577,1465,1670,2197,2995,3074,3095,3235,3308,3363,3546
738,839,873,1158,1392,1560,1907,2769,3423,3562,3642
232,586,1717,1826,2021,2602,2626,3008,3358,3552,3689
244,1280,1282,2017,2222,2314,2349,2790,2882,3181,3206
150,214,705,1010,1593,1866,1925,2262,2588,3368,3849
402,578,723,1425,1608,1821,2549,2593,3075,3517,3596
937,994,1000,1007,1526,2224,2439,3300,3380,3663,3878
106,671,1069,1097,1666,2048,2565,3150,3376,3508,3957
313,376,474,810,1278,1541,1763,3117,3298,3531,3984
201,252,1299,1455,1658,2507,2863,3044,3698,3840,3910
419,447,1049,1056,1335,2346,2505,2645,2956,3092,3869
856,1027,1284,1973,2191,2221,2225,2552,3058,3437,3925
190,336,506,706,1262,1498,2168,2704,2802,2846,3697
117,168,322,692,1020,1216,1936,1999,3500,3564,3702
21,732,1138,1724,1757,2183,2489,2704,2785,3305,3660
554,653,872,1327,1361,1698,2670,2781,2946,3085,3676
299,330,868,2114,2500,2512,3592,3659,3710,3718,3990
97,154,389,830,1293,2001,2689,2738,3129,3242,3613
536,1469,1643,2319,2885,3108,3192,3233,3571,3979,3983
128,236,693,1091,1092,1192,1283,1588,1932,3788,3949
131,302,337,503,623,1410,1665,1843,3670,3739,3917
507,563,1066,1181,1249,1865,2118,2215,2701,2904,3653
85,654,829,1134,1774,1794,1878,2566,3005,3025,3096
197,1087,1501,1881,2077,2107,2168,3530,3590,3731,3841
137,524,538,1185,1700,1745,1890,2464,2772,3936,3987
20,156,354,490,949,1067,1073,1620,1713,3100,3812
317,940,1214,1778,2057,2222,3097,3297,3807,3874,3890
201,764,777,1492,1565,1847,2033,2780,3208,3411,3848
3,205,911,1053,1066,1433,1586,2472,2640,2992,3036
37,102,521,816,1174,1191,1209,1721,1832,2741,3114
102,169,989,1177,1236,2234,2334,3531,3723,3934,3947
115,945,952,1167,1235,1315,1810,2607,2979,3427,3987
1092,1227,1306,1395,1597,1630,1913,2221,2918,3288,3582
3,189,708,994,2129,2334,2508,2935,3229,3562,3842
1377,1491,1645,1708,2316,2420,2542,2770,2875,3352,3650
377,612,995,2143,2862,3414,3571,3664,3698,3770,4000
74,585,695,1160,1349,1379,1723,1740,2174,2875,3059
284,846,1233,2035,2083,2235,2559,3198,3268,3456,3777
166,231,1455,1456,1731,2161,2335,2860,3054,3962,3978
52,464,740,917,1803,2045,2115,2194,2739,2824,3996
42,197,332,442,1655,1977,2149,2168,3431,3551,3646
80,576,1297,1924,2079,2311,2323,2543,2775,3000,3791
383,391,645,826,2199,2304,2703,2921,3084,3929,3961
288,415,824,890,979,1047,1498,1698,1784,2300,2808
581,1192,1330,1364,1446,1542,1569,2334,3174,3350,3842
42,79,304,357,408,509,851,891,2821,3614,3947
92,647,799,993,2201,2398,3456,3481,3608,3625,3734
42,1213,1234,1261,1523,1803,2289,2346,2783,3306,3646
949,981,1109,1559,1570,1588,1804,1877,2071,3339,3662
267,625,689,1069,1323,1839,2595,2779,2788,3445,3981
996,1200,1221,1222,1494,2758,2870,3410,3565,3751,3820
393,1263,1712,1847,2179,2656,2818,2959,3188,3588,3906
484,1777,1945,2317,2403,2408,3079,3347,3426,3625,3857
21,243,699,792,1279,1290,1357,2244,2987,3030,3431
149,1377,1432,1853,1951,2494,2600,2718,3153,3410,3873
934,1258,1864,2010,2542,2984,3029,3182,3270,3332,3462
482,1549,1740,1853,1904,2362,2406,2899,3036,3258,3757
5,1033,1338,2130,2260,2284,2528,2544,2626,2884,3735
806,1162,1242,1292,1858,1964,2265,2848,2939,2994,3073
1139,1167,1249,1491,1882,2871,3191,3425,3448,3490,3771
127,666,686,983,997,1691,1900,2609,2785,3430,3648
305,635,738,774,1592,1594,2303,2376,3236,3352,3804
350,458,612,1185,1417,1684,2114,2841,2977,3679,3810
250,341,534,665,729,1801,2048,2462,2890,2918,3924
393,1053,1147,1755,1996,2147,2182,2208,3638,3689,3798
487,1275,1766,1962,2390,2623,2836,3471,3703,3754,3861
114,262,473,555,607,1608,2061,2301,2687,3377,3923
48,154,658,1307,1374,1462,1537,2837,3088,3275,3820
295,537,1350,1587,2499,2894,2981,3346,3432,3458,3813
110,224,709,1286,1870,2169,2638,2678,2718,2847,3520
1261,1511,1918,2520,2938,3110,3267,3331,3447,3571,3808
311,776,1112,1650,1749,2758,2876,2958,3079,3229,3457
333,366,697,1050,1460,1488,2312,2820,3299,3364,3763
1345,1444,1534,1580,1968,2312,2952,3338,3385,3536,3737
303,615,640,920,1507,2337,2691,2910,3030,3329,3481
142,601,821,1429,2293,2452,2505,2976,3196,3863,3926
291,756,1736,1850,2500,2672,2817,3684,3749,3857,3860
623,780,1354,1382,1758,2351,2980,3452,3461,3471,3897
241,499,1075,1132,1178,1316,1766,1935,2155,2497,3687
492,762,1710,1757,1846,2137,2235,2441,2540,3532,3679
242,417,1080,1671,1804,2146,2844,3130,3285,3822,3902
58,204,307,506,1321,1947,2583,2765,2902,3072,3181
576,663,976,1665,1903,2075,2204,3103,3239,3404,3778
519,552,965,1441,1614,2408,2540,3058,3406,3695,3822
113,329,424,1374,1704,1739,2688,2954,3051,3130,3984
48,593,724,1071,1144,1717,2576,2728,3129,3481,3974
1,859,1516,1761,1888,1953,1989,2273,2402,3055,3576
185,552,739,1267,1484,2465,3009,3377,3832,3889,3976
328,678,708,1127,1338,1567,2245,2284,2379,3180,3923
141,556,669,1270,1383,1883,2201,2864,3397,3608,3834
107,454,538,560,564,673,1109,1654,1657,2831,3624
591,1125,1218,1330,1516,2463,2552,2925,3239,3698,3794
802,1192,1544,1838,1858,2036,2115,2361,2624,3778,3974
268,375,672,924,926,1192,1852,2091,2115,2801,3334
658,1043,1115,1263,1465,2498,2734,2820,2966,3146,3628
418,596,1600,1825,2612,2821,3163,3328,3621,3800,3840
529,1133,1196,1411,1709,1800,2079,2838,3194,3601,3608
404,558,693,1089,1400,1415,1909,2310,2312,3707,3740
195,902,1359,1747,1837,2492,2537,2912,2953,3442,3618
