244,606,779,1508,1875,2273,2482,2546,3259,3270
44,459,1814,1827,2334,2619,2855,3020,3070,3194,3613
846,921,1283,1337,1381,1690,2187,2476,2839,3328,3835
1155,1647,2263,2331,2375,2904,2913,2951,3525,3714,3783
410,497,1059,1579,1613,1635,2878,3142,3179,3293,3879
265,466,490,552,837,878,1409,3004,3128,3428,3700
281,430,557,641,918,1366,2193,2797,2986,3092,3399,3973
40,645,859,1016,1130,1241,1984,2183,2408,2848,3302,3775
45,672,1814,1933,2734,2770,2834,2924,3130,3509,3941,3998
354,1452,1689,2245,2398,2526,2659,2748,2862,3063,3097,3771
356,385,490,841,869,1028,1075,2023,2104,3440,3460,3643
1128,1403,1836,2035,2193,2576,2589,2672,2734,3586,3591,3829
54,216,450,867,1079,1248,1378,2105,2891,3083,3367,3687
341,728,731,762,1224,1607,1995,2185,2862,2960,3562,3630
178,291,729,918,1248,1568,1901,2187,2348,2542,3463,3472
19,32,1255,1267,1286,1405,1522,1706,2180,2348,3085,3109
873,1306,1510,1828,1865,2095,2193,2466,2469,2512,3327,3455
355,809,1226,1292,1305,1537,1754,1963,2282,3046,3092,3390
331,895,979,1227,1609,1644,2209,2631,2897,3163,3665,3743,3810
506,755,1242,1462,1474,1927,2270,2301,2597,2847,3277,3334,3385
