15,66,300,351
6,15,66,325
1,6,15,66,325,378
36,79,120,153,325,435
6,28,90,120,276,496
2,10,36,107,325,435
15,45,66,105,300,351
1,45,66,120,153,351
21,55,78,171,210,304,435,496
21,55,90,120,276,378,435,496
36,55,78,79,120,153,325,435
15,28,136,171,210,253,287,435
6,78,116,153,231,276,325,435
2,10,21,36,93,153,190,325
15,45,66,105,136,300,351,406
1,6,15,45,66,190,325,378
6,27,45,66,120,153,190,435
21,36,55,78,300,329,377,496
1,15,45,66,120,153,190,351
1,6,28,45,91,120,190,351
105,136,210,215,276,325,435,496
1,28,75,90,190,276,378,496
6,45,66,210,253,300,406,495
1,6,15,55,78,190,276,435
15,105,210,253,300,351,448,495
55,78,136,156,231,378,435,496
1,6,15,66,171,210,325,496
20,55,120,153,231,276,378,435
2,10,36,105,107,325,435,496
15,28,45,66,91,210,253,435
1,6,28,90,120,276,325,496
1,6,35,90,231,325,435,496
15,45,77,136,171,253,300,447
1,6,15,120,190,300,351,406
2,10,21,36,105,107,190,325,435,496
6,28,45,105,171,202,230,276,325,496
1,6,15,28,64,91,153,190,231,325
1,6,28,45,66,91,187,231,276,435
1,6,15,55,75,120,153,325,435,496
10,36,55,78,190,231,325,378,435,496
1,6,15,28,105,136,253,300,351,391
6,15,28,66,91,190,231,276,325,496
1,9,21,78,171,210,300,351,355,435
1,6,15,28,45,77,90,190,276,435
1,6,15,45,66,190,276,325,378,435
1,15,28,105,171,265,325,378,435,496
1,6,45,66,120,190,276,325,435,496
1,6,28,45,66,91,120,153,276,465
1,15,66,105,210,253,300,351,448,495
2,10,36,55,105,136,155,231,378,435
1,9,21,36,55,78,300,329,377,496
1,15,28,45,66,91,210,253,344,435
45,66,136,171,210,253,300,392,434,496
6,28,54,105,153,190,231,325,435,496
1,6,15,55,153,190,231,276,435,496
3,36,55,78,79,120,153,276,325,435
6,28,45,66,135,210,253,300,406,495
1,6,28,45,91,120,190,300,351,399
1,6,15,28,45,120,190,300,351,406
21,55,78,136,156,231,325,378,435,496
6,15,28,54,91,120,190,231,276,435
6,36,78,105,136,171,210,275,325,378
1,28,91,153,190,252,300,378,435,496
55,105,136,171,210,215,276,325,435,496
1,28,75,90,120,153,190,276,378,496
6,20,27,45,66,120,153,190,435,496
2,10,21,36,171,210,253,351,465,467
20,55,72,90,120,153,231,276,378,435
1,45,91,120,190,231,276,325,378,496
1,6,15,28,66,91,210,300,366,496
1,6,15,55,90,120,190,378,435,496
28,66,91,120,153,190,231,300,323,378
1,6,15,28,91,171,210,247,325,378
6,28,136,171,253,266,325,378,435,496
1,45,66,91,120,153,231,276,435,496
1,6,28,66,120,153,253,324,378,435
1,6,15,66,91,300,351,406,452,495
1,15,45,66,105,136,210,300,351,406
1,15,35,105,153,231,276,325,435,496
6,45,66,91,136,168,231,276,325,496
15,28,105,136,171,210,253,287,435,496
1,6,45,66,91,120,351,406,428,496
1,6,35,90,190,231,325,378,435,496
6,28,66,91,120,210,227,276,325,378
28,45,66,91,153,190,231,276,378,496
6,28,45,91,136,210,253,300,315,496
1,21,78,96,119,153,325,378,435,496
1,15,28,66,91,210,300,378,435,496
1,15,35,55,105,171,210,253,284,435
1,21,36,55,78,105,210,253,300,496
21,36,55,78,171,210,253,304,435,496
1,6,15,55,78,105,190,231,276,435
10,21,36,78,136,171,233,378,435,496
1,6,28,45,210,253,300,351,363,496
6,55,78,105,136,171,180,231,276,435
2,10,21,36,93,119,153,190,276,325
3,10,21,36,136,171,210,254,325,378
1,10,21,55,105,123,190,231,276,435
10,78,136,210,253,256,325,378,435,496
3,21,55,90,120,231,276,378,435,496
1,15,45,66,120,153,190,351,374,496
1,6,15,54,78,105,171,263,435,496
1,6,15,28,78,171,201,325,378,435
6,15,28,136,171,210,243,325,435,496
6,15,45,78,116,153,231,276,325,435
1,28,66,91,190,276,325,378,464,495
1,6,28,90,120,190,231,276,325,496
1,6,15,65,91,231,276,378,435,496
1,9,21,55,78,105,136,300,329,377
6,15,45,66,91,120,153,351,406,425
1,21,55,59,91,120,153,378,435,496
1,6,45,105,136,171,253,378,435,496
15,28,45,77,105,136,171,253,300,447
6,15,91,120,170,210,300,351,406,465
55,69,90,120,190,231,276,378,435,496
1,6,15,66,104,171,210,267,325,496
1,6,28,45,66,105,136,276,378,435
1,6,66,105,171,244,275,325,378,435
1,6,36,152,190,231,325,378,435,496
1,6,15,28,153,231,276,325,378,435
6,28,105,136,165,189,231,325,378,435
28,66,91,120,153,209,253,300,345,435
6,28,45,66,91,120,171,210,253,300,435,496
1,9,21,49,65,91,120,190,231,325,378,496
1,6,15,45,66,104,136,171,210,267,325,496
6,15,28,66,91,120,171,210,227,276,325,378
1,6,15,45,78,105,116,153,231,276,325,435
3,21,36,55,78,79,120,153,190,276,325,435
1,6,15,28,55,136,171,300,351,387,434,496
1,6,15,28,54,78,105,136,171,263,435,496
