103,157
103,115,157,172
27,32,73,160,165,172
27,103,115,157,160,172
15,27,42,46,83,108,115
4,90,93,100,115,160,197
4,13,32,73,103,108,160
27,51,73,93,103,108,125,172
32,87,108,127,160,171,172,192
8,32,46,73,83,103,160,172
27,32,46,73,87,160,165,172
4,27,32,42,73,160,165,190
4,32,42,46,83,127,160,190
8,27,42,83,115,160,165,190
27,83,103,108,115,157,160,172
4,13,27,32,73,103,108,160,172
4,90,93,100,102,103,115,160,197
8,15,27,42,46,83,108,115,190
8,32,36,46,73,103,108,160,185
4,8,32,36,46,103,127,160,172
22,27,32,36,115,156,160,166,193
4,8,27,46,73,79,108,165,190
4,46,73,83,103,160,165,172,190
4,19,26,32,42,48,122,160,190
8,27,28,73,75,108,115,165,172
13,20,42,108,116,129,143,160,172
8,27,32,48,75,79,103,146,190
22,27,32,46,103,104,160,170,183
103,108,115,116,154,157,160,172,176,189
4,8,27,32,127,135,160,165,172,190
4,19,27,68,79,93,103,115,128,160
4,27,46,90,103,105,108,115,124,172
27,32,42,46,83,103,115,151,160,183
4,32,42,46,83,108,127,160,165,190
19,27,73,83,103,108,127,160,172,190
4,19,32,73,83,108,127,160,165,176
27,32,46,73,87,147,160,165,172,190
4,8,27,32,42,73,108,160,165,190
4,8,27,32,46,73,108,127,135,165
4,8,20,27,32,36,53,73,172,194
4,20,27,108,115,116,159,160,189,190
3,27,36,79,115,126,129,130,160,190
4,19,68,73,79,90,108,115,128,160
27,32,46,75,103,108,160,165,172,190
27,51,73,90,93,103,108,125,165,172
8,27,42,83,108,115,160,165,189,190
8,13,27,46,56,103,108,109,138,144
27,46,83,103,108,115,127,157,160,172
8,27,32,46,73,83,103,160,165,172
4,8,32,48,83,108,115,127,165,190
3,4,42,103,104,119,160,172,183,190
26,32,46,73,94,108,122,160,165,190
27,32,46,87,127,160,165,171,190,192
21,32,46,87,127,160,165,171,172,192
17,22,42,44,87,93,103,104,115,165
16,23,28,36,103,108,144,164,190,195
42,46,73,83,103,108,127,165,172,190
8,32,73,83,103,108,115,127,160,165
4,8,13,20,32,36,53,73,108,190
32,87,103,108,127,160,165,171,172,192
3,4,22,27,32,46,103,107,144,195
8,27,32,46,73,75,115,147,161,172,190
3,22,27,32,36,103,115,156,160,166,193
4,46,83,104,115,160,165,172,180,189,190
4,8,13,32,46,79,85,108,152,165,190
4,8,32,36,46,73,103,108,127,160,185
4,15,27,46,73,83,103,107,165,172,190
4,8,13,27,32,42,46,73,103,165,172
10,27,32,37,46,108,115,129,160,165,190
19,26,32,48,83,108,115,122,160,165,190
61,75,95,97,108,115,117,154,165,172,190
4,19,26,32,42,48,108,115,122,160,190
4,19,36,73,76,79,103,108,160,185,190
8,27,36,73,103,108,115,127,160,172,190
8,27,28,73,75,84,108,115,165,172,190
4,8,16,27,46,79,101,108,144,164,190
3,22,27,32,36,103,115,131,156,166,193
4,8,27,46,69,73,79,85,108,165,190
4,26,73,94,103,106,158,160,171,173,190
8,27,46,48,79,103,104,127,148,175,190
4,13,27,32,46,79,103,121,138,165,190
4,8,27,46,103,104,115,160,165,180,190
4,42,46,73,103,115,122,160,165,172,190
19,32,42,73,78,93,103,122,165,172,197
4,32,36,46,103,108,115,130,183,185,190
3,4,32,55,104,110,122,123,160,191,197
3,4,22,27,32,46,103,104,160,170,190
20,27,32,73,75,108,160,161,165,172,190
4,46,73,83,103,108,127,160,165,172,190
4,27,32,46,83,103,123,127,160,172,190
27,46,73,96,103,106,115,160,165,172,190
8,27,32,36,46,79,103,115,130,160,190
4,8,27,32,36,46,103,115,127,160,172
4,22,32,42,59,83,104,121,138,144,195
4,8,36,46,79,103,108,130,160,185,190
4,8,13,27,73,103,108,160,165,172,190
4,8,27,73,103,108,115,127,160,185,190
4,8,13,27,32,46,103,108,121,160,183
8,27,32,46,103,104,115,172,180,189,190
46,103,106,108,120,158,160,165,171,173,190
27,32,46,73,75,108,115,147,160,161,190
3,4,22,27,42,46,103,104,115,160,190
3,4,32,55,103,104,115,122,170,191,197
4,46,90,93,100,102,103,108,160,172,197
4,94,103,106,108,120,158,160,171,173,190
8,13,42,46,103,108,157,160,165,172,184
22,27,32,42,46,103,104,160,170,183,190
8,15,27,42,46,83,108,115,165,172,190
4,46,73,90,93,100,102,108,115,160,197
4,8,42,73,103,108,115,127,159,165,172
13,20,42,108,116,129,143,159,160,165,172
8,73,75,84,103,108,115,160,165,172,176
4,90,93,100,102,103,108,115,160,172,197
4,27,46,73,83,103,106,108,115,168,172
8,27,32,48,73,75,79,103,115,146,190
4,13,27,32,42,73,103,108,160,165,172
27,32,46,73,75,87,103,108,115,147,160,190
4,19,32,73,83,103,108,115,127,160,165,176
4,27,42,46,73,106,115,127,160,172,173,190
8,27,32,46,73,75,103,108,115,160,165,190
3,4,27,32,34,53,126,129,156,160,172,191
4,19,27,73,79,90,93,103,108,115,128,160
4,14,19,27,32,103,145,172,176,185,190,193
4,19,20,42,108,115,129,160,165,172,189,190
4,19,27,68,73,79,93,103,115,128,160,197
3,4,9,20,27,32,42,53,116,121,160,172
8,27,46,73,83,103,108,115,127,160,165,190
27,32,46,73,87,103,108,147,160,165,172,190
26,28,32,65,73,75,108,160,165,172,176,190
4,8,27,32,46,73,108,127,135,160,165,190
4,19,20,27,42,108,115,116,159,160,189,190
3,27,36,79,113,115,126,129,130,159,160,190
4,27,73,90,100,103,108,115,125,165,172,197
8,13,32,42,46,73,94,103,108,160,165,190
16,23,28,36,75,103,108,115,144,164,190,195
4,27,32,42,46,83,103,115,151,160,172,183
32,73,90,93,100,103,108,115,125,160,172,197
4,8,27,73,101,103,107,108,127,172,185,190
21,27,32,46,87,103,127,160,165,171,172,192
21,27,32,46,87,103,108,127,160,171,190,192
4,27,32,46,103,108,115,151,160,172,183,190
27,32,46,73,75,87,103,108,115,147,160,165
3,4,42,46,103,104,119,149,160,172,183,190
10,27,28,32,75,108,115,159,160,165,172,190
4,20,26,42,83,95,122,160,165,167,172,190
27,32,74,75,87,90,103,108,115,160,165,172
3,4,22,32,93,95,103,115,122,170,191,197
8,103,108,115,116,154,157,160,164,172,176,189
4,27,42,73,83,103,108,115,127,160,165,172
3,4,22,27,32,38,46,103,107,144,190,195
4,8,27,32,103,108,127,135,160,165,172,190
32,75,79,87,90,93,103,108,115,128,160,165
14,19,27,70,103,108,115,127,160,165,172,197
4,27,32,42,46,108,115,127,160,165,172,189
8,10,27,28,75,103,108,115,159,160,172,190
4,32,42,46,73,83,103,108,115,127,160,165
4,26,32,46,73,94,120,122,160,165,171,190
1,8,20,28,73,75,84,108,150,157,160,172
4,32,42,46,83,103,108,115,127,160,165,190
4,27,32,42,103,108,127,160,165,172,189,190
4,27,32,42,83,103,108,151,160,172,183,190
4,8,27,32,46,73,83,103,108,115,127,190
3,4,22,27,32,42,46,103,104,115,144,190
27,51,73,83,90,93,103,108,125,160,165,172
4,8,27,42,46,73,94,103,108,160,165,190
3,27,32,34,36,53,115,126,129,156,172,191
8,42,46,73,83,103,108,127,160,165,172,190
8,27,32,36,46,103,115,160,172,183,185,190
4,26,32,46,73,94,108,120,122,160,165,190
4,8,13,20,27,32,36,53,73,108,172,190
4,32,42,46,73,83,103,115,127,160,172,190
27,32,74,75,87,90,93,103,108,115,160,172
8,27,32,42,46,103,108,127,160,165,172,190
4,26,32,38,42,46,83,101,103,108,144,185
8,10,27,28,32,103,108,115,159,160,165,172
4,42,46,95,103,108,115,122,160,165,172,190
