16,24,26,36,39,76,77,92,167,168,181
25,39,50,89,106,114,126,129,162,180,188
10,29,43,68,75,76,78,105,115,133,141,156
1,20,32,50,65,87,108,112,155,166,174,182
13,23,24,31,33,45,102,126,151,161,169,187
12,17,22,38,45,78,154,173,188,191,194,195
30,43,52,120,132,136,149,154,165,180,197,200
10,16,57,82,94,107,141,144,153,161,190,191
5,8,28,42,48,112,139,144,163,169,184,200
16,20,43,75,76,96,97,115,117,124,163,191
10,25,29,49,65,77,86,88,97,126,154,188
7,8,13,24,43,58,66,79,81,105,161,165
2,9,35,49,102,114,132,144,158,173,186,188
8,20,35,50,67,108,122,150,160,176,193,196
2,7,12,13,67,91,103,114,116,152,153,162
2,6,30,47,53,73,163,172,173,178,188,194
6,20,24,43,45,78,108,115,124,128,144,200
6,38,49,51,86,90,110,136,140,154,161,178,186
7,8,42,59,101,107,136,137,156,172,188,189,194
2,27,30,52,74,108,133,135,137,164,191,194,198
6,21,22,38,53,67,68,115,151,153,154,162,182
35,54,81,82,114,125,145,158,164,166,187,193,200
10,35,47,49,57,67,98,103,106,120,121,139,175
3,10,27,34,37,75,92,97,105,115,141,147,181
6,28,30,55,120,132,139,141,149,168,169,193,200
32,82,84,94,103,108,112,132,145,146,162,179,191
13,20,26,70,73,97,100,114,126,144,152,191,196
7,18,19,41,44,68,90,99,113,116,129,186,189
7,40,47,59,67,106,109,110,137,150,154,167,177
5,10,12,37,47,90,115,136,140,150,159,166,182
3,20,52,53,60,61,79,80,93,153,154,174,183
18,58,66,81,95,98,102,132,134,145,184,187,199
5,22,32,62,87,90,104,121,142,163,166,193,195
23,25,55,56,97,103,119,122,141,149,155,169,176
2,4,25,53,58,82,108,125,166,171,172,173,174
3,22,63,82,87,91,138,140,162,166,178,182,195
3,23,26,28,38,42,53,59,72,121,158,178,188
20,28,47,67,79,88,145,149,155,159,167,176,200
3,58,65,66,69,89,95,96,103,131,139,175,190
9,20,33,42,48,60,74,92,121,142,165,175,178
15,36,73,84,103,105,134,135,172,180,186,187,199
19,29,48,60,79,134,149,152,159,167,170,190,193
12,30,42,44,51,97,103,105,106,163,169,188,195
30,54,74,77,85,87,93,101,150,172,184,197,198
3,18,35,41,46,93,98,104,136,137,147,172,183
15,16,76,85,97,108,117,120,151,155,173,190,191
3,9,33,43,52,61,76,79,97,102,132,171,177
6,24,52,86,106,153,154,164,171,177,190,194,199
26,39,53,67,87,108,120,122,138,141,160,166,190
2,7,9,12,17,22,33,35,43,54,57,136,150
46,48,71,107,108,129,135,147,152,165,184,188,196
6,13,15,29,33,46,51,59,60,86,150,151,167
1,30,60,61,84,87,112,120,130,154,169,182,197
20,35,74,119,121,122,126,150,160,163,166,177,196
36,38,70,73,78,103,144,152,172,173,187,191,199
47,52,53,92,95,97,140,158,166,170,173,178,182
9,17,32,57,63,94,122,141,156,160,169,171,176
6,52,59,111,114,118,132,136,137,149,154,165,167,193
3,9,17,27,32,54,85,92,93,123,139,169,170,182
6,28,66,74,112,118,128,135,137,157,158,165,175,178
4,8,20,50,83,91,110,122,126,127,160,165,176,189
11,45,54,60,61,75,76,84,95,96,99,131,160,189
14,31,45,65,71,89,98,103,125,130,147,148,168,188
34,58,59,72,82,86,97,132,135,147,158,168,177,188
2,14,58,64,65,71,75,109,117,148,149,168,174,176
21,27,41,48,66,70,99,103,135,146,155,175,191,199
21,46,64,66,71,93,94,117,132,134,142,151,169,181
22,30,54,87,90,115,136,150,160,166,167,193,197,200
23,44,66,80,84,110,115,117,126,144,145,157,176,196
20,57,88,95,118,121,154,160,161,167,170,172,187,191
1,26,39,41,53,67,70,81,83,120,138,149,166,175
2,6,9,33,49,51,52,86,118,135,141,153,175,193
22,25,39,44,59,82,103,112,123,145,146,170,184,187
6,7,8,19,35,53,58,72,108,122,136,172,186,190
6,15,29,65,66,80,96,114,117,118,128,165,171,190
12,17,42,61,62,78,87,119,122,142,157,166,169,195
4,13,14,27,36,69,73,79,91,100,124,126,152,197
7,17,22,26,41,44,63,98,104,122,126,188,189,196
5,8,47,57,75,99,103,116,135,152,164,175,182,189
7,8,36,44,94,105,109,112,126,131,133,154,174,186
21,27,46,103,119,130,134,141,149,151,163,168,169,199
3,17,55,61,76,78,88,113,152,169,182,184,188,189
44,57,63,75,82,104,129,131,167,171,173,174,183,187
29,73,102,105,110,115,139,140,142,148,156,164,195,197
1,42,46,48,59,60,104,120,129,142,149,158,169,175
23,28,41,47,52,64,72,74,104,107,109,140,149,177
70,82,87,103,115,119,128,140,156,162,180,191,195,197
10,38,43,58,64,115,122,136,144,148,156,166,180,197
3,28,38,40,59,65,72,101,127,137,141,172,178,181
7,23,28,34,42,56,74,112,127,157,174,178,181,184
58,62,72,75,81,82,91,97,100,114,116,128,158,161
1,27,32,59,81,83,86,104,114,138,153,166,175,190
39,50,51,63,73,86,94,96,108,122,142,144,179,188
23,24,26,31,44,75,89,93,106,117,165,168,173,198
2,47,64,73,75,79,90,93,103,121,123,160,173,185
6,9,22,30,43,94,112,117,145,158,162,166,183,200
7,56,68,77,79,100,113,116,138,150,157,160,178,189
34,37,64,66,82,84,90,115,141,143,144,172,177,185
28,49,66,69,80,81,103,118,119,128,135,158,177,190
13,42,55,56,85,97,104,139,143,152,170,172,177,197
26,31,32,54,57,59,86,99,111,171,172,176,187,199
16,43,46,62,75,104,117,124,129,144,158,163,168,181
43,68,74,75,77,84,87,103,108,120,138,158,166,168
19,20,21,38,64,71,95,115,134,139,149,163,170,172
8,16,17,21,22,46,57,77,125,132,146,174,188,196
15,18,34,45,57,69,84,87,125,130,135,138,168,199
6,11,28,38,40,51,67,122,138,139,141,144,163,166
2,58,61,72,89,90,99,102,107,129,132,172,173,185
3,4,20,69,79,85,91,102,124,126,130,138,152,175
23,27,41,46,48,50,55,100,108,129,144,168,184,196
1,40,58,62,79,81,91,102,108,130,139,145,161,183
9,31,32,33,57,75,78,82,86,93,165,171,178,187
16,43,49,53,77,87,98,101,120,141,171,181,197,198
8,11,32,43,57,59,62,81,83,86,138,165,179,188
3,24,44,81,82,93,136,149,159,164,168,182,188,194
5,10,15,40,75,81,90,92,97,135,140,150,178,186
20,24,34,81,83,89,99,126,127,149,174,175,182,194
8,35,45,66,69,77,95,103,109,131,158,170,175,193
23,27,31,36,44,81,88,94,126,139,145,169,174,200
