1,4,10,11,16,25,28,35,44,46,59,64
4,6,19,21,30,40,44,49,54,55,58,59,64
4,6,13,18,21,24,27,30,34,37,40,49,55
4,6,11,18,25,30,34,44,46,47,51,54,58
1,4,10,21,30,34,35,37,40,41,49,58,61
4,10,13,16,18,24,28,41,46,49,54,59,64
1,4,10,11,16,21,24,25,30,50,55,59,64
4,7,11,19,28,34,35,47,49,54,55,58,61
1,4,6,7,10,11,13,21,28,30,31,46,52
1,6,16,18,21,31,37,41,44,46,55,58,59,61
1,4,7,10,11,16,25,28,31,35,44,46,59,64
1,4,6,19,21,30,35,40,44,49,54,55,58,59,64
4,6,11,16,18,25,30,31,34,44,46,47,51,54,58
1,6,11,13,18,25,34,35,37,40,41,47,59,61,64
10,11,13,16,28,30,31,35,37,40,46,47,55,57,64
1,4,6,10,11,16,19,21,24,25,30,50,55,59,64
1,6,7,11,16,19,25,31,34,40,47,49,52,59,62
11,13,19,21,28,30,34,35,37,41,44,46,47,52,61
6,10,11,16,18,25,30,34,40,44,49,52,54,59,61
4,6,10,18,19,21,24,34,44,46,49,52,54,58,59
10,11,13,16,22,25,31,34,37,40,44,46,49,52,64
18,21,24,27,30,37,41,44,46,49,52,54,55,58,64
4,7,11,14,19,28,31,34,35,47,49,54,55,58,61
1,4,7,10,13,21,30,34,35,37,40,41,49,58,61
8,10,13,21,28,30,35,41,44,46,47,54,58,61,64
1,6,10,13,16,18,19,28,34,35,47,56,58,59,61
1,4,6,11,16,24,34,37,41,47,49,52,54,55,61
1,4,7,11,14,19,24,25,28,34,35,37,47,52,59
7,10,11,16,25,28,31,35,37,44,49,55,59,61,64
10,11,18,30,31,35,41,44,46,49,54,55,59,61,64
1,11,13,16,20,25,31,34,35,40,44,47,49,55,64
1,4,6,7,10,11,13,21,24,28,30,31,46,52,64
6,11,13,16,18,19,25,30,37,40,49,52,55,61,64
4,7,10,11,16,18,21,30,31,34,35,45,54,58,59
1,11,18,25,28,30,31,36,37,41,46,47,54,55,59
4,6,7,13,24,30,34,35,44,46,47,49,54,58,64
4,6,7,10,11,18,24,25,28,30,31,34,49,54,64
4,10,13,16,18,24,28,34,41,46,49,54,58,59,64
4,6,13,18,21,24,27,30,34,35,37,40,49,55,58
1,6,16,18,19,21,31,37,40,41,44,46,55,58,59,61
1,4,7,10,13,18,19,24,25,28,40,46,47,52,55,61
10,11,24,25,30,31,37,46,47,52,54,55,58,59,61,64
1,4,7,10,11,16,18,25,28,31,35,37,44,46,59,64
7,11,13,28,30,31,35,40,41,44,47,52,54,55,59,61
2,3,9,14,17,22,29,38,43,51,53,56,57,60,62,63
1,6,10,13,16,18,19,25,28,34,35,46,47,56,58,59,61
1,4,7,11,14,19,24,25,28,31,34,35,37,47,52,59,61
1,8,10,13,18,21,28,30,35,41,44,46,47,54,58,61,64
4,7,11,14,18,19,21,28,35,40,44,49,55,58,59,61,64
1,4,6,10,11,16,24,25,28,30,31,41,49,54,58,59,61
1,4,6,7,10,11,16,19,25,28,30,41,44,46,47,59,61
1,7,11,13,16,18,25,28,30,31,35,44,49,52,55,58,59
6,7,11,13,19,25,35,37,41,44,46,47,49,52,55,58,61
10,11,13,16,22,25,31,34,37,40,44,46,47,49,52,55,64
4,7,10,11,13,16,19,22,31,34,40,41,44,52,55,58,61
1,4,6,7,10,11,13,18,30,31,34,40,41,54,55,60,61
4,10,11,13,16,18,19,21,25,28,30,31,34,41,44,58,59
4,6,7,11,16,18,24,25,30,31,34,44,46,47,51,54,58
1,4,6,7,10,11,16,18,19,28,30,35,40,44,49,58,64
7,11,13,16,18,21,24,25,28,35,37,41,49,52,54,58,63
6,7,13,20,21,30,31,35,40,41,44,46,47,49,55,61,64
7,10,11,16,22,25,28,31,35,37,41,44,49,55,59,61,64
4,6,10,11,13,18,23,25,28,35,40,46,47,49,58,59,64
1,11,13,18,19,21,28,30,34,35,37,41,44,46,47,52,61
6,10,11,16,18,23,25,30,34,37,40,44,49,52,54,59,61
1,4,6,7,10,11,13,19,21,24,28,30,31,46,52,57,64
1,4,6,7,11,16,18,21,24,28,30,34,35,37,44,46,54
1,4,7,10,11,13,21,25,32,35,37,40,44,46,49,54,61
8,10,11,18,30,31,35,37,41,44,46,49,54,55,59,61,64
4,6,10,18,19,21,24,34,41,44,46,49,52,54,55,58,59
1,6,7,10,11,13,18,21,25,32,34,40,44,46,47,54,59
1,11,18,25,28,30,31,36,37,41,46,47,54,55,58,59,64
1,4,7,13,18,24,30,31,34,35,37,40,47,52,55,57,64
1,4,7,21,27,30,37,40,41,44,46,47,49,52,54,55,64
1,4,7,11,18,19,21,24,25,28,31,37,47,49,54,55,58
1,4,6,7,11,13,21,25,28,30,35,37,41,44,47,49,56
4,10,11,13,16,21,28,30,31,35,37,40,46,47,55,57,64
1,7,12,13,21,25,34,35,41,46,47,49,52,54,55,58,61
6,10,13,16,18,21,24,28,30,31,46,52,54,55,58,61,64
1,10,11,13,16,19,21,24,28,38,41,44,49,55,58,61,64
1,6,10,18,19,21,34,40,41,46,49,52,54,55,58,59,61
1,4,7,11,14,19,28,31,34,35,47,49,54,55,58,61,64
1,4,6,7,13,24,30,34,35,44,46,47,49,52,54,58,64
1,6,7,16,18,21,24,30,34,35,44,46,47,49,52,54,55
1,8,10,11,13,18,21,31,35,41,47,54,55,58,59,61,64
4,10,11,13,16,18,24,25,28,34,41,46,49,54,58,59,64
1,11,13,16,20,25,31,34,35,40,44,46,47,49,54,55,64
1,6,11,13,18,25,28,30,34,35,37,40,41,47,59,61,64
4,6,7,10,11,18,24,25,31,34,37,46,47,49,55,60,61
6,11,16,19,21,24,25,28,31,41,44,46,47,50,55,59,64
1,4,7,10,16,21,28,30,31,34,37,40,44,52,55,57,64
1,4,11,18,19,24,28,30,31,34,40,44,45,49,52,54,55
1,7,14,19,21,25,28,31,35,37,41,44,47,52,54,58,61
1,6,16,18,24,34,35,37,40,41,44,46,47,52,54,58,64
4,6,7,13,18,21,24,27,30,34,35,37,40,46,49,55,58
1,6,7,11,16,19,25,31,34,37,40,44,47,49,52,59,62
1,4,6,7,11,16,21,24,34,37,41,47,49,52,54,55,61
7,12,18,19,24,25,30,31,41,47,49,52,54,55,59,61,64
1,4,13,18,21,24,25,28,30,31,39,41,46,49,52,59,64
4,7,11,19,21,24,25,30,31,35,42,47,49,52,54,55,64
10,13,16,18,24,27,30,37,41,44,46,47,52,54,55,61,64
16,18,21,24,25,30,31,34,37,40,46,47,49,54,55,60,61
6,10,11,16,20,25,31,35,37,40,41,44,46,47,55,58,64
1,6,7,10,19,21,25,28,31,35,37,40,41,44,52,59,62
6,18,21,24,27,30,34,37,41,44,46,49,52,54,55,58,64
4,6,7,10,11,18,19,24,25,28,30,31,34,35,49,54,64
1,4,6,16,18,19,21,30,35,40,44,49,54,55,58,59,64
8,10,11,13,19,25,28,30,31,35,44,46,49,52,58,61,64
1,6,11,13,16,18,19,24,25,30,37,40,49,52,55,61,64
4,6,7,10,11,13,18,21,28,34,35,37,49,52,55,59,62
4,7,10,11,16,18,19,21,30,31,34,35,40,45,54,58,59
1,4,6,7,10,11,13,16,21,25,31,46,49,54,55,60,61
1,4,7,10,13,21,30,34,35,37,40,41,44,46,49,58,61
1,6,7,11,18,28,35,40,41,47,49,52,54,55,58,59,64
1,7,11,13,16,19,30,31,34,35,37,40,41,46,49,55,60
1,4,6,7,10,11,13,16,19,21,24,25,30,50,55,59,64
4,6,10,13,18,21,25,28,31,34,37,41,47,49,54,55,58,59
1,4,7,10,11,16,18,25,28,31,35,37,40,44,46,54,59,64
1,6,10,11,13,18,19,24,25,31,35,37,41,46,49,52,58,64
1,4,7,10,16,19,25,30,31,35,44,47,52,55,58,59,61,64
1,6,18,19,21,25,30,31,34,40,46,47,49,55,58,59,61,64
1,4,7,10,11,13,21,24,25,28,30,41,47,52,54,55,59,61
1,4,7,10,13,18,19,24,25,28,40,46,47,52,55,58,61,64
2,3,9,14,17,20,22,29,32,38,43,51,53,56,57,60,62,63
10,11,24,25,30,31,34,35,37,46,47,52,54,55,58,59,61,64
1,7,18,24,25,28,30,31,37,40,41,46,49,52,54,58,59,61
4,6,7,10,11,13,19,21,30,31,34,35,40,41,46,47,58,61
1,6,11,13,19,21,28,31,34,35,40,41,44,46,52,58,59,61
7,11,13,19,25,28,30,31,35,40,41,44,47,52,54,55,59,61
1,4,6,11,19,21,24,28,30,31,34,44,47,49,52,58,61,64
1,6,13,16,18,19,21,31,37,40,41,44,46,47,55,58,59,61
1,4,6,7,13,18,21,24,27,30,34,35,37,40,41,46,49,55,58
1,6,13,16,18,19,24,25,30,31,37,40,47,49,52,54,55,59,61
1,7,11,16,20,25,34,35,40,41,44,46,47,49,54,55,58,59,61
1,4,6,11,18,25,28,30,37,40,41,44,46,49,52,54,58,61,64
1,6,18,19,24,25,28,30,34,35,37,41,44,54,55,58,59,61,64
1,7,10,16,19,24,29,34,35,40,41,44,46,47,52,54,55,58,64
10,11,13,16,19,22,25,31,34,35,37,40,44,46,47,49,52,55,64
1,6,7,10,11,13,18,21,25,32,34,40,41,44,46,47,54,58,59
1,4,7,13,16,18,24,30,31,34,35,37,40,44,47,52,55,57,64
1,4,6,7,10,13,16,18,21,25,34,37,40,43,46,49,52,55,61
1,7,11,13,18,19,21,25,32,34,37,40,46,49,54,55,58,59,61
7,12,18,19,24,25,30,31,37,41,47,49,52,54,55,58,59,61,64
1,4,6,7,11,16,19,21,24,28,34,35,37,40,46,47,52,55,64
4,7,13,16,21,24,25,28,30,34,37,40,41,44,46,49,52,54,58
1,4,6,10,11,16,18,24,25,28,30,31,41,44,49,54,58,59,61
4,6,10,11,13,18,23,25,28,34,35,37,40,46,47,49,58,59,64
4,6,10,13,16,18,24,27,34,35,37,40,41,46,49,54,55,58,61
1,10,11,16,19,22,31,34,35,37,40,44,46,47,49,52,55,58,61
1,4,6,16,18,19,21,30,31,35,40,44,45,49,54,55,58,59,64
1,10,11,13,18,19,25,28,30,31,34,35,41,44,52,58,59,61,64
1,8,10,13,18,21,25,28,30,35,41,44,46,47,54,55,58,61,64
1,8,10,11,13,21,25,28,31,34,35,37,44,49,52,54,58,59,64
1,4,6,7,10,18,21,24,25,28,31,34,35,37,41,52,55,58,61
1,7,11,14,19,21,25,28,31,35,37,41,44,47,52,54,58,59,61
6,10,11,13,16,18,19,21,25,30,34,40,41,44,46,52,54,58,63
1,7,10,11,13,16,19,24,25,30,31,36,41,49,54,55,58,59,64
1,4,6,7,11,13,19,21,24,28,35,42,47,49,52,54,59,61,64
4,7,11,14,18,19,21,24,25,31,35,37,44,47,54,55,58,59,64
1,4,6,7,11,13,16,18,19,21,24,28,30,34,35,37,44,46,54
1,4,6,7,10,13,18,21,25,30,34,35,37,40,44,52,54,58,63
1,7,10,13,16,20,21,25,30,34,37,40,41,46,47,54,58,59,64
6,10,11,16,18,23,25,30,34,37,40,41,44,46,49,52,54,59,61
1,6,16,18,24,34,35,37,40,41,44,46,47,49,52,54,55,58,64
4,10,13,18,19,21,25,30,31,34,35,37,41,46,47,49,54,60,61
1,4,6,10,16,18,19,21,28,30,31,34,37,40,44,47,54,55,57
1,4,6,7,11,13,21,24,34,35,40,41,44,46,52,54,55,61,64
1,4,7,11,18,19,21,24,25,28,31,37,40,44,47,49,54,55,58
4,6,7,10,11,13,16,18,21,24,25,28,31,37,46,47,54,61,64
1,10,11,13,18,19,21,28,30,34,35,37,41,44,46,47,52,59,61
1,4,6,7,10,11,13,18,21,24,25,28,30,35,41,48,49,55,59
7,11,13,16,18,19,21,24,30,31,34,40,41,46,47,49,54,60,61
1,4,6,7,13,16,18,21,24,30,34,35,44,46,47,49,52,54,55
1,4,7,10,11,18,19,21,24,25,31,34,37,40,46,47,49,54,61
1,4,7,10,11,13,18,19,21,25,32,35,37,40,44,46,49,54,61
1,4,7,11,13,16,18,25,28,30,31,35,38,44,49,52,55,58,59
1,10,11,13,16,19,21,24,28,35,38,41,44,49,52,55,58,61,64
1,4,6,10,11,16,18,23,25,28,30,37,41,44,47,52,54,59,61
8,10,11,13,19,25,28,30,31,34,35,44,46,49,52,58,59,61,64
1,8,10,11,13,18,21,25,30,34,35,37,46,47,52,55,58,61,64
1,4,6,7,10,11,13,18,19,21,24,28,30,31,34,46,52,57,64
1,4,6,7,11,13,16,19,24,25,30,37,40,41,47,49,54,60,61
1,7,10,13,16,18,19,24,25,28,30,35,41,49,52,55,58,61,64
7,14,18,21,25,28,34,35,37,40,41,44,47,49,52,55,58,59,64
1,6,7,10,18,19,21,25,28,31,35,37,40,41,44,47,52,59,62
1,4,6,10,11,13,18,19,25,32,34,35,40,44,46,49,52,54,55
6,10,11,16,19,21,24,25,28,30,36,41,46,49,54,55,58,59,64
4,10,11,13,16,18,24,25,28,34,41,44,46,49,54,58,59,61,64
4,6,7,10,18,21,25,32,35,37,41,44,49,52,54,55,58,59,61
4,6,7,11,13,16,18,28,30,34,35,41,44,46,47,49,56,58,61
1,4,11,13,16,19,21,24,25,30,35,37,41,46,47,50,55,61,64
6,7,11,13,19,25,34,35,37,41,44,46,47,49,52,54,55,58,61
1,4,10,13,16,18,23,25,28,30,34,37,44,47,52,54,58,61,64
1,4,6,7,10,11,16,19,21,25,28,30,41,44,46,47,50,59,61
1,4,7,11,14,19,24,25,28,31,34,35,37,41,47,49,52,59,61
4,6,7,10,11,18,24,25,31,34,35,37,40,46,47,49,55,60,61
1,6,7,10,11,13,16,19,21,24,31,40,41,46,47,55,59,61,64
6,7,11,13,16,18,19,25,30,31,35,41,44,46,47,52,58,59,64
1,6,7,11,13,18,19,24,25,28,35,37,40,42,47,55,59,61,64
1,7,10,11,16,18,19,21,24,25,28,34,35,40,44,49,52,55,62
4,6,10,18,19,21,24,28,34,41,44,46,49,52,54,55,58,59,64
1,7,11,14,19,25,31,34,40,41,44,47,49,54,55,58,59,61,64
4,7,14,19,24,25,31,34,37,40,41,44,47,49,52,58,59,61,64
1,4,10,15,18,21,24,25,28,34,40,41,44,49,52,54,55,59,61
1,7,10,11,13,19,21,28,30,31,35,37,44,46,47,50,55,59,64
1,4,6,18,25,28,30,34,35,37,40,41,44,46,52,55,58,59,61
6,7,13,16,18,19,21,25,28,31,34,37,40,43,49,52,54,61,64
4,6,7,11,16,18,24,25,28,30,31,34,44,46,47,51,54,58,61
4,10,11,16,18,24,28,30,31,34,35,40,44,45,49,52,54,55,59
1,4,6,7,11,13,18,25,28,30,31,35,37,42,47,49,52,55,61
1,7,11,18,19,21,24,25,28,34,35,40,41,44,47,49,59,61,64
