1,751
166,976
1,885
2,305
1,80
2,655
1,564
39,856
184,779
1,698
397,1021
660,976
58,130
2,736
515,866
1,995
7,409
1,190
326,512
305,574
1,324
420,792
1,808
1,942
1,271
1,621
1,755
1,84
2,659
1,434
1,568
208,1019
483,529
331,889
714,946
1,865
1,60
39,352
1,999
2,419
1,328
1,678
210,801
1,812
169,396
279,914
101,992
1,491
400,762
305,875
1,625
4,896
954,976
1,304
93,832
35,961
1,572
1,922
1,117
2,476
1,251
32,1011
2,960
1,735
913,1002
1,869
1,64
776,972
1,198
2,773
1,548
1,682
1,816
192,734
243,648
19,940
1,495
648,844
1,629
1,979
2,533
1,308
1,442
3,488
2,1017
1,792
473,736
1,926
1,255
103,1016
1,739
32,210
161,970
272,959
1,873
584,1022
1,552
188,536
163,963
214,928
392,529
1,499
18,802
357,618
1,178
947,968
261,640
2,537
1,312
1,796
560,894
1,930
1,125
664,977
4,209
426,841
112,277
1,422
7,186
1,556
7,320
1008,1009
22,978
145,388
349,568
1,235
1,369
40,297
8,893
1,853
80,745
1,48
1,987
1,182
193,352
1,316
1,800
288,964
1,479
1,613
210,281
1,292
479,856
1,426
134,928
1,560
1,910
4,376
1,239
1,373
1,723
1,857
2,277
1,52
3,98
1,186
4,457
1,536
1,804
7,568
1,349
479,913
272,569
1,483
278,360
1,617
1,967
1,296
1,430
1,780
148,560
1,109
747,838
1,243
135,192
318,808
649,763
1,727
2,147
4,193
1,861
135,355
217,919
1,540
1,674
36,79
408,782
544,619
1,487
1,837
1,971
697,832
1,166
121,1022
2,525
1,300
1,918
657,791
4,384
2,688
749,864
724,807
1,597
152,766
344,936
2,956
1,731
1,410
1,544
568,749
15,145
310,443
1,223
736,793
40,285
640,815
1,841
112,830
1,975
64,334
1,170
1,654
736,874
1,788
14,434
163,260
418,913
1,601
307,873
1,280
1,414
265,594
280,821
463,713
1,93
305,477
169,616
857,966
580,792
1,361
4,632
1,711
1,845
1,40
618,897
1,524
7,288
1,658
4,124
706,931
604,654
375,952
57,619
1,605
1,955
665,719
1,150
1,418
181,712
1,902
824,1022
1,231
116,288
2,940
1,715
2,135
1,849
1,44
7,963
1,394
530,896
1,528
6,67
1,662
2,432
1,207
1,475
1,825
1,959
1,154
1,288
174,216
441,694
1,906
472,999
2,676
2,810
133,512
57,867
224,980
432,929
448,873
181,529
1,719
136,355
1,398
124,747
1,532
506,640
1,882
1,1016
1,211
2,570
