73,172
4,160
32,75,93,103
32,108,165,197
88,105,164,197
46,73,165,172
108,115,122,165
27,73,75,172
4,160,172,197
8,46,83,165
3,4,36,160,190
4,45,79,92,144
32,108,115,159,160
27,73,96,108,185
8,73,108,172,190
27,73,83,160,172
22,27,44,99,104,189
8,32,115,159,165,172
23,75,108,115,164,195
3,5,22,42,160,190
108,115,122,160,165,172
27,46,73,103,165,190
4,27,46,103,160,190
73,88,105,164,172,197
38,46,101,103,107,115
27,32,93,108,165,197
4,32,46,115,160,172
46,73,93,125,165,172
4,83,103,151,172,190
4,32,124,160,172,197
19,27,73,108,125,127
32,75,93,103,108,165
27,46,73,75,160,172
8,32,46,79,83,165
8,27,46,108,115,160
4,27,73,96,103,108,185
19,26,32,73,108,122,190
27,32,46,115,127,185,190
19,20,27,53,126,172,190
14,103,115,159,165,172,190
4,42,108,143,160,189,190
27,32,108,115,159,160,165
46,73,108,115,127,172,190
27,32,73,83,103,160,172
4,8,42,73,108,172,190
73,108,115,165,172,176,190
4,45,73,79,92,108,144
20,36,73,115,172,190,191
3,4,36,116,160,172,190
4,26,73,94,120,160,173
8,27,32,46,48,79,83,165
4,27,32,93,108,160,165,197
4,73,88,105,108,164,172,197
27,46,51,90,93,103,165,172
4,27,83,103,108,151,172,190
4,27,42,46,83,103,108,160
4,8,38,73,101,115,127,144
8,27,32,46,103,108,115,160
8,27,36,46,115,160,172,190
4,8,27,32,46,108,165,172
27,38,46,101,103,107,115,172
25,32,42,103,108,115,127,165
4,26,32,95,115,122,167,190
22,46,64,103,104,115,122,191
26,28,65,73,108,115,122,160
4,46,108,124,125,160,172,197
3,22,46,64,95,103,104,197
3,5,22,26,32,42,160,190
27,46,73,75,108,160,165,172
8,32,75,108,115,159,165,172
14,19,27,70,73,108,125,127
8,32,46,73,83,127,160,172
22,27,44,99,103,104,165,189
30,42,73,103,108,127,139,165
4,8,27,46,103,108,160,190
3,46,64,115,122,160,191,197
32,74,75,87,93,103,108,165
4,8,108,127,144,172,185,190
4,32,46,108,124,160,172,197
22,32,35,103,104,114,138,139
46,73,93,103,125,160,165,172
4,27,46,73,83,103,165,190
8,42,73,83,108,115,127,172
32,42,83,108,115,127,165,190
23,27,75,103,108,115,164,195
8,27,32,36,58,79,108,109
27,32,36,46,103,108,183,185
4,32,42,46,115,127,160,172
20,65,108,115,122,160,165,172
4,42,83,108,115,160,172,183
8,32,46,73,103,108,115,190
4,8,46,108,127,135,172,190
27,42,44,104,115,131,139,160,183
8,13,27,42,46,103,160,165,190
22,44,104,107,127,139,144,190,195
4,26,42,46,73,103,108,115,122
4,22,27,32,42,46,104,115,160
4,32,46,83,103,104,115,160,183
32,36,43,79,103,115,122,144,197
32,36,58,75,95,103,108,172,185
4,32,36,116,131,160,172,183,193
4,19,42,103,108,127,159,160,190
4,13,27,159,160,165,172,189,190
4,27,46,73,90,93,108,121,197
19,20,36,73,115,129,172,190,191
8,19,36,39,48,79,103,127,160
14,73,103,115,159,160,165,172,190
3,22,32,83,103,115,160,183,190
10,32,37,46,108,129,147,189,190
4,8,27,32,46,108,130,183,185
27,32,46,103,115,127,172,185,190
8,27,32,46,69,73,79,103,165
3,4,32,42,46,83,103,104,115
4,8,13,42,73,108,165,172,190
4,26,73,94,103,120,160,171,173
4,8,27,32,36,115,127,172,185
8,27,32,42,103,139,159,165,172
4,13,42,108,143,160,165,189,190
27,32,73,108,115,127,129,165,172
8,73,108,115,160,165,172,176,190
27,32,46,101,103,107,108,127,172
4,8,46,73,108,115,127,172,190
27,32,83,108,115,159,160,165,172
4,22,32,103,104,115,170,183,190
4,8,32,46,73,108,121,160,190
3,4,27,46,96,103,104,123,190
27,32,69,73,79,81,108,155,190
27,32,46,103,108,115,127,141,160
27,32,46,73,83,103,127,160,172
19,20,27,36,53,126,172,190,191
19,26,32,73,83,108,115,122,190
4,32,45,73,79,92,108,115,144
4,27,73,96,103,108,115,160,185
4,13,42,46,73,103,108,165,190
4,13,46,73,103,108,165,172,190
3,4,36,89,116,119,160,172,190
4,26,32,42,73,83,103,165,190
19,32,42,78,93,108,115,165,172
4,32,42,78,93,103,122,172,197
32,73,75,84,108,160,165,176,190
4,32,36,46,58,115,127,172,185
27,73,79,90,93,103,108,115,128,197
4,8,27,32,46,83,108,115,160,172
28,30,42,73,83,103,106,115,160,190
4,27,32,42,83,103,108,151,160,183
3,46,64,93,115,122,160,170,191,197
4,27,42,46,83,103,108,115,160,172
27,73,100,103,115,124,125,160,165,172
8,27,32,46,48,73,79,83,165,190
4,27,46,73,83,93,103,108,160,165
4,8,36,107,108,127,144,172,185,190
4,32,42,104,115,126,127,131,160,190
3,22,32,42,95,103,104,115,122,190
19,20,42,108,115,143,160,165,189,190
8,14,18,19,32,73,108,160,165,190
3,4,32,46,103,104,122,160,170,191
4,26,32,94,103,108,120,160,165,171
21,32,46,87,103,108,160,165,171,172
4,27,46,51,90,93,103,125,165,172
4,8,27,46,73,103,108,160,165,190
4,8,46,73,108,127,135,160,172,190
26,28,32,65,73,103,108,115,122,160
8,27,38,46,73,101,103,107,115,172
4,27,68,73,79,90,115,128,160,197
4,22,46,64,103,104,115,122,160,191
4,8,73,103,108,115,133,157,164,190
27,32,73,83,103,108,115,127,165,190
14,27,42,70,73,103,115,125,127,197
8,27,32,46,103,108,115,147,160,190
4,27,32,46,103,108,125,160,172,197
20,32,65,75,108,115,122,160,165,172
27,32,46,73,108,115,147,160,172,190
16,23,27,28,75,103,108,115,164,195
3,4,5,26,32,42,103,104,122,189
4,20,26,32,95,115,122,160,167,190
1,8,27,73,75,84,108,115,160,176
26,32,46,94,103,108,120,160,171,190
22,27,44,90,99,103,104,123,165,189
26,32,65,73,108,115,165,172,176,190
4,25,32,42,103,108,115,127,160,165
32,73,83,93,108,121,125,160,165,172
27,32,46,73,75,108,115,160,165,172
8,32,46,73,75,103,108,115,147,190
4,8,32,48,103,108,115,160,165,190
22,26,42,93,103,104,122,160,165,187
4,14,19,27,70,73,108,125,127,165
21,27,32,46,103,127,160,165,172,192
27,32,75,87,115,147,160,165,172,190
8,42,46,83,103,108,115,127,172,190
