22,67,136,154,167,191,204,224,237,258,264,399
22,67,113,154,167,204,224,237,258,264,329,399
22,67,113,154,167,204,224,237,258,264,318,399
22,33,113,136,154,167,204,224,237,258,264,399
22,67,113,136,154,167,198,204,224,237,258,264
22,67,113,136,154,167,224,237,258,264,320,399
22,58,67,113,136,154,167,204,224,237,264,399
22,67,77,113,136,154,167,204,224,258,264,399
22,67,113,136,167,204,224,237,258,264,266,399
22,67,113,136,150,154,167,204,224,237,264,399
22,67,113,136,154,167,204,216,224,237,258,264
22,67,80,113,136,154,167,204,224,237,264,399
22,67,136,154,167,204,224,237,258,264,343,399
22,67,113,136,154,167,224,237,258,264,312,399
22,67,113,136,154,167,169,204,237,258,264,399
22,67,113,136,154,167,204,224,235,237,258,264
22,65,67,113,154,167,204,224,237,258,264,399
5,22,113,136,154,167,204,224,237,258,264,399
67,113,136,154,167,204,221,224,237,258,264,399
7,22,67,113,136,154,167,204,224,237,258,399
22,67,113,136,167,204,224,237,258,264,356,399
67,113,136,154,167,204,224,237,243,258,264,399
22,67,95,113,136,154,167,204,237,258,264,399
22,67,113,136,167,204,224,237,258,264,375,399
67,113,136,154,167,204,224,237,246,258,264,399
22,74,113,136,154,167,204,224,237,258,264,399
22,67,113,120,136,154,167,204,224,237,258,399
22,113,136,154,167,204,224,237,258,264,311,399
22,67,113,136,154,204,224,237,258,264,342,399
22,67,136,154,167,203,204,224,237,258,264,399
22,113,136,154,157,167,204,224,237,258,264,399
67,113,136,154,167,180,204,224,237,258,264,399
22,45,67,113,136,154,167,224,237,258,264,399
22,67,113,136,154,167,224,237,258,264,326,399
22,113,136,154,167,204,224,237,258,261,264,399
22,89,113,136,154,167,204,224,237,258,264,399
22,67,113,136,154,167,204,237,258,264,315,399
22,67,113,136,154,167,204,214,224,237,264,399
22,67,113,136,154,167,204,224,237,258,358,399
22,52,67,113,136,154,204,224,237,258,264,399
22,67,113,136,154,167,204,237,258,264,383,399
50,67,113,136,154,167,204,224,237,258,264,399
22,67,113,136,154,167,170,204,224,237,258,399
22,66,67,113,136,154,167,204,224,237,258,264
22,113,136,154,167,204,224,237,258,264,382,399
22,67,113,136,165,167,204,224,237,258,264,399
22,67,97,113,136,154,167,204,224,237,258,399
22,67,69,136,154,167,204,224,237,258,264,399
12,22,67,113,136,154,167,204,224,237,258,264
22,67,113,136,147,154,167,204,237,258,264,399
22,67,113,119,136,154,167,204,224,237,264,399
22,67,113,136,154,167,204,213,224,237,264,399
22,67,113,130,136,154,167,204,224,237,264,399
22,67,113,136,154,167,201,204,237,258,264,399
22,113,136,154,167,204,224,237,248,258,264,399
22,67,113,136,154,167,204,224,237,264,310,399
22,28,67,113,136,154,167,204,224,237,264,399
22,67,113,136,154,167,204,237,258,264,290,399
22,67,78,136,154,167,204,224,237,258,264,399
67,113,136,154,167,204,224,237,258,264,308,399
22,67,113,136,154,167,204,224,237,258,264,317
22,67,113,136,154,167,204,208,224,237,258,264
22,67,136,141,154,167,204,224,237,258,264,399
22,67,113,136,167,204,224,237,258,264,373,399
