85,1154
82,1523
85,1667
85,1240
82,2337
1357,2441
82,85
82,1240
82,2741
85,2226
82,2433
82,1449
85,3207
82,124
82,2486
82,85,456
82,85,590
82,533,2793
82,85,403
1642,1865,2287
82,85,2981
82,85,2176
82,85,2310
82,85,2794
85,1683,3282
85,1762,1831
85,1330,2284
85,358,2793
82,85,2070
13,82,85
82,487,708
85,936,2117
85,643,1114
82,85,1562
82,1741,3293
82,85,2501
82,298,515
44,82,1712
85,1001,3213
85,2135,2337
82,85,3282
85,488,532
82,2433,2741
82,85,2237
82,85,277
82,85,627
82,910,2214
82,519,2692
13,85,2241
82,786,2365
82,85,1513
82,85,708
82,85,387
82,85,2615
82,85,521
496,1393,2850
82,85,2294
82,85,3233
82,85,200
82,85,2428
82,85,334
82,1610,1716
82,85,2241
82,2791,3018
82,85,2725
85,357,2017
85,1642,2784
85,1414,2368
85,913,2732
82,85,1867
82,85,1196
82,1392,2342
223,617,1154
82,1533,2521
82,85,2916
82,85,822
82,85,1440
82,1566,3250
82,85,3213
82,85,2408
82,424,2813
82,85,127
82,85,2839
82,85,208
82,85,371
85,321,2718
82,1054,2408
82,85,2546
85,1414,3157
82,85,749
82,1540,2435
85,774,3041
82,85,3274
82,85,1314
82,85,1664
85,1762,2795
85,228,1969
82,85,993
85,805,1333
82,85,1477
82,192,2663
82,1523,2325
82,85,672
82,85,1611
1248,1739,1896
82,85,940
82,897,2615
590,965,3298
82,997,1504
85,253,714
82,85,1371
82,85,1721
82,85,379
82,85,1668
82,85,2957
82,85,1802
82,85,1615
82,1169,3120
82,85,623
82,85,1107
85,1428,1477
82,85,1054
387,740,2378
82,85,1672
82,2414,3309
82,486,2931
649,1470,1957
82,85,977
82,1987,3272
82,1612,2381
85,519,3285
85,1994,2860
85,402,740
82,85,253
82,85,2026
82,2022,2547
82,85,684
85,1642,3187
82,85,1786
82,85,981
85,330,3122
616,1837,2845
82,85,2754
82,85,660
82,1735,1795
82,85,2083
82,85,3022
85,1782,2392
82,85,1278
82,85,741
85,590,1440
85,1533,3272
82,85,3266
85,2471,2992
5,390,2102
82,590,2112
82,2273,2874
85,1098,2248
82,85,2705
82,85,2384
82,85,2518
82,85,424
85,1139,2330
94,1030,2312
85,279,2440
82,85,2815
82,422,491
82,85,2010
82,402,1396
82,85,2628
85,2925,2979
82,544,1987
32,85,362
82,85,3246
82,85,1152
82,1120,2228
85,1354,2167
82,85,1099
681,1857,2893
85,338,1788
85,1226,2734
82,1191,1826
85,886,2372
85,98,1740
82,85,1530
85,491,637
82,85,3303
82,85,2148
82,85,404
82,85,2632
85,1794,3167
82,85,3116
85,2440,2671
82,85,3250
85,2106,2744
82,85,2445
82,544,2288
82,1571,2289
82,85,2258
48,82,85
