10,19,35,41,49,63,68
4,7,20,27,42,55,60
10,24,31,39,41,55,56
22,27,30,36,43,51,53
1,11,20,30,45,48,66
7,28,35,41,44,56,61
5,21,31,43,46,60,70
4,7,33,40,51,57,60
7,16,33,45,52,59,68
7,19,34,36,45,62,67
1,25,32,42,55,57,67
3,12,19,27,41,55,56
4,7,31,48,52,57,63
12,13,16,31,41,44,66
4,12,17,27,39,46,70
4,7,20,31,54,57,60
7,15,20,47,53,58,59
4,31,33,46,54,57,60
14,17,34,41,48,49,65
3,9,21,26,38,55,58
9,13,16,37,54,65,67
12,16,29,40,45,60,68
11,14,19,42,43,56,69
8,19,20,42,50,59,70
9,11,16,24,40,45,69
6,13,25,30,39,54,56
10,15,28,36,44,59,64
2,13,31,45,53,60,66
15,22,27,37,52,65,67
4,9,26,42,47,60,70
1,23,33,40,54,57,69
8,16,24,46,54,61,62
9,13,17,34,36,65,67
9,16,24,32,38,53,68
20,27,30,37,45,48,52
2,23,30,34,37,51,52,58
4,9,10,24,27,55,58,59
9,13,16,34,37,47,61,63
9,13,22,37,47,61,62,67
7,12,19,32,45,47,56,69
3,11,19,29,33,48,55,57
2,7,18,24,34,55,58,66
2,15,18,30,44,52,56,68
2,13,31,33,37,45,58,66
1,10,23,34,42,55,60,66
9,16,24,29,34,38,53,62
3,8,12,25,26,50,57,70
4,7,16,24,42,47,61,70
12,18,24,26,36,51,52,64
12,13,16,24,38,46,62,68
1,11,24,28,45,49,53,62
9,18,24,32,42,49,56,68
4,7,16,31,42,47,60,70
4,20,30,42,46,55,59,68
1,15,24,28,32,40,49,57
7,12,18,32,41,55,60,68
3,9,26,34,42,55,57,60
2,25,30,32,43,51,53,57
9,11,25,26,38,44,62,68
4,6,24,32,39,55,56,68
8,22,23,26,36,44,52,68
13,17,28,39,40,54,57,65
4,9,10,22,47,55,59,67
6,18,24,34,39,41,55,67
5,11,16,29,33,37,48,65
8,10,16,34,44,61,62,67
4,9,20,35,42,52,57,60
11,24,28,29,39,46,55,57
15,21,29,37,47,53,58,65
3,6,30,34,42,49,61,62
8,14,16,34,43,48,63,69
1,13,22,30,41,46,65,68
4,9,16,32,44,46,59,68
1,29,34,40,48,55,57,60
11,18,26,35,37,42,51,62
5,6,23,30,37,54,58,66
1,14,20,27,43,48,60,64
4,9,10,29,42,57,60,70
9,16,24,32,37,45,47,67
4,9,10,27,42,55,60,62
1,20,25,28,44,52,57,69
9,11,16,24,37,42,62,69
14,18,34,37,42,47,62,67
4,7,24,34,39,47,55,56
2,7,34,38,48,55,60,62
9,18,24,34,40,47,55,67
9,10,22,35,41,44,59,68
5,7,18,20,34,48,52,60
3,16,31,32,48,49,60,64
4,12,16,29,47,55,60,62
6,15,19,21,37,52,63,69
3,11,19,35,42,51,62,67
1,15,23,26,42,50,52,57
4,6,30,34,37,55,58,62
4,14,16,32,42,46,60,68
7,19,32,38,42,55,56,68
3,6,19,32,45,53,56,69
1,10,24,31,41,48,55,56
1,10,24,34,41,48,55,59
7,15,22,23,36,53,60,66
4,7,19,32,40,48,55,57
3,11,31,33,38,50,56,64
7,18,22,32,40,55,60,68
9,13,16,34,40,45,47,60
6,15,17,22,38,44,52,67
2,9,13,34,38,44,56,69
4,7,20,34,42,55,57,60
3,9,25,32,41,55,56,68
9,18,24,32,36,55,64,67
3,9,21,26,42,47,59,70
4,7,24,34,47,55,58,62
4,20,28,29,42,47,55,60
2,9,24,34,38,55,58,66
5,7,16,32,43,54,63,69
4,7,24,32,40,54,58,69
4,16,29,33,37,42,51,62
3,6,19,34,45,49,62,67
4,10,19,29,37,54,62,67
4,22,30,32,36,44,51,59
8,12,19,20,37,41,55,67
4,9,22,32,40,49,60,68
3,12,16,31,38,50,52,65
4,6,17,34,42,55,61,66
5,11,17,31,36,49,64,67
8,17,22,35,39,52,57,67
4,17,22,35,39,47,53,62
4,9,16,35,44,46,59,64
7,25,27,38,42,55,62,67
8,14,19,20,36,43,64,66
5,7,31,33,43,54,57,60
6,14,21,40,45,49,60,68
1,23,26,34,51,53,57,60
4,10,24,29,34,42,50,57
4,6,24,34,37,42,62,69
9,10,24,34,37,45,57,69
7,11,19,40,51,57,65,67
4,9,16,24,32,42,49,68
12,13,16,24,41,50,59,68
5,6,21,35,38,50,54,56
11,14,19,20,29,45,46,68
4,9,20,34,44,52,58,59
4,10,17,28,35,39,47,62
14,16,23,39,41,49,63,68
7,24,31,32,39,41,53,56
6,13,18,20,44,54,58,69
4,9,20,34,42,55,60,66
4,19,26,37,42,55,62,68
10,15,19,29,42,47,50,62
2,14,23,31,38,46,54,63
7,15,16,24,48,52,59,64
5,17,31,32,40,48,49,64
7,15,19,20,41,48,65,66
3,12,26,31,38,50,52,64
5,17,27,35,36,49,53,64
9,10,21,29,42,47,55,60
3,9,16,35,41,46,60,68
2,13,24,31,37,47,64,67
2,7,23,28,38,55,63,66
4,7,19,33,42,55,56,68
4,7,19,34,48,52,59,63
4,9,10,16,34,49,61,63
4,14,29,34,36,61,62,67
11,18,20,30,39,46,65,68
2,9,13,34,45,46,57,60
1,26,34,42,47,55,60,62
4,12,19,32,49,56,65,68
12,13,18,30,39,47,56,64
4,16,29,33,39,47,55,62
4,9,10,35,42,47,56,61
9,10,17,35,43,47,64,67
5,31,32,40,48,49,57,60
6,20,30,34,38,42,55,66
7,18,22,32,40,45,48,60
2,7,23,33,45,52,60,68
8,14,19,20,36,54,65,66
5,31,32,37,48,55,57,63
4,16,30,42,46,55,62,68
9,11,17,22,38,40,55,68
1,10,24,29,54,61,62,67
2,30,34,37,47,55,61,62
4,12,26,31,47,50,59,63
1,11,14,22,29,51,56,65
4,22,27,30,39,46,59,70
4,12,16,24,49,61,62,67
4,7,19,32,42,47,55,56
7,11,19,20,38,53,64,69
7,18,34,36,45,53,60,62
4,10,24,29,34,42,51,56
2,7,18,28,47,55,60,62
10,19,29,34,37,41,55,67
7,16,34,38,42,55,60,62
2,23,26,31,37,47,55,63
8,12,21,26,35,43,50,58
4,9,22,26,37,55,62,68
4,12,30,32,39,40,55,57
8,17,25,33,41,55,58,66
6,21,24,31,40,45,49,67
9,10,16,24,38,54,62,69
1,20,28,35,45,50,52,57
5,8,20,34,36,55,60,66
2,19,29,34,38,44,46,62
3,9,22,35,41,53,61,66
4,7,20,31,42,52,57,60
3,22,31,32,36,49,54,60
8,10,19,35,37,45,57,67
5,8,10,16,35,43,64,67
3,9,29,34,38,53,58,65
8,12,16,35,40,50,61,66
3,9,29,34,42,55,57,67
4,9,16,33,40,47,64,69
9,13,17,34,41,53,58,69
3,15,16,29,39,41,46,70
11,14,19,26,45,48,59,63
3,19,27,35,36,54,59,67
4,14,20,28,39,46,64,69
5,13,26,34,37,51,57,63
2,14,31,37,45,47,62,67
7,18,22,32,41,48,55,60
4,9,17,32,42,55,57,67
15,20,27,30,37,42,52,65
5,6,32,38,40,55,60,68
7,19,23,34,42,55,57,67
8,12,19,23,26,40,55,57
9,18,22,32,36,43,54,69
1,11,25,29,42,55,62,67
3,8,22,32,48,55,57,60
11,17,22,31,38,48,55,62
8,12,19,23,45,50,56,70
12,13,25,26,38,44,62,68
4,10,30,34,44,51,58,59
4,7,19,32,42,55,57,67
2,14,28,32,46,51,59,64
2,9,18,33,47,55,60,64
5,16,23,31,38,50,52,63
7,25,28,32,40,55,57,60
8,17,33,36,44,52,64,69
8,10,22,37,55,61,62,67
10,18,24,34,41,50,58,66
9,10,22,23,37,45,47,67
4,24,31,32,37,48,55,57
7,12,18,32,36,55,60,68
5,7,16,34,43,48,60,66
2,14,26,31,49,54,58,65
2,7,24,34,38,48,62,69
3,15,16,33,48,49,61,62
9,13,24,27,36,53,59,64
14,18,26,34,36,45,52,60
8,10,19,35,41,44,48,56
1,24,31,32,42,46,55,57
10,21,30,37,42,47,55,61
9,25,26,37,42,47,55,62
11,18,20,28,39,49,53,65
4,7,16,34,42,55,60,66
4,6,24,34,39,52,57,69
15,19,20,29,41,44,48,70
4,7,20,35,42,52,60,68
9,10,24,29,34,43,47,58
3,9,29,34,45,46,57,60
7,20,25,44,48,52,57,69
15,16,24,32,38,46,64,69
2,14,25,29,37,52,63,68
5,13,21,26,36,51,53,60
4,14,16,32,37,47,61,63
